X,Y,Join_Count,TARGET_FID,SSBid,ost,nord,CENTROID_X,CENTROID_Y,Shape_Leng,Shape_Area,Komm2016,Fylk2016
260500.0,6650500.0,1,11,22600006650000,2260000,6650000,260500,6650500,4000,1000000,0301,03
261500.0,6650500.0,1,12,22610006650000,2261000,6650000,261500,6650500,4000,1000000,0301,03
262500.0,6650500.0,1,13,22620006650000,2262000,6650000,262500,6650500,4000,1000000,0301,03
263500.0,6650500.0,1,14,22630006650000,2263000,6650000,263500,6650500,4000,1000000,0301,03
264500.0,6650500.0,1,15,22640006650000,2264000,6650000,264500,6650500,4000,1000000,0301,03
265500.0,6650500.0,1,16,22650006650000,2265000,6650000,265500,6650500,4000,1000000,0301,03
266500.0,6650500.0,1,17,22660006650000,2266000,6650000,266500,6650500,4000,1000000,0301,03
267500.0,6650500.0,1,18,22670006650000,2267000,6650000,267500,6650500,4000,1000000,0301,03
268500.0,6650500.0,1,19,22680006650000,2268000,6650000,268500,6650500,4000,1000000,0301,03
269500.0,6650500.0,1,20,22690006650000,2269000,6650000,269500,6650500,4000,1000000,0301,03
270500.0,6650500.0,1,21,22700006650000,2270000,6650000,270500,6650500,4000,1000000,0301,03
271500.0,6650500.0,1,22,22710006650000,2271000,6650000,271500,6650500,4000,1000000,0301,03
256500.0,6651500.0,1,57,22560006651000,2256000,6651000,256500,6651500,4000,1000000,0301,03
257500.0,6651500.0,1,58,22570006651000,2257000,6651000,257500,6651500,4000,1000000,0301,03
258500.0,6651500.0,1,59,22580006651000,2258000,6651000,258500,6651500,4000,1000000,0301,03
259500.0,6651500.0,1,60,22590006651000,2259000,6651000,259500,6651500,4000,1000000,0301,03
260500.0,6651500.0,1,61,22600006651000,2260000,6651000,260500,6651500,4000,1000000,0301,03
261500.0,6651500.0,1,62,22610006651000,2261000,6651000,261500,6651500,4000,1000000,0301,03
262500.0,6651500.0,1,63,22620006651000,2262000,6651000,262500,6651500,4000,1000000,0301,03
263500.0,6651500.0,1,64,22630006651000,2263000,6651000,263500,6651500,4000,1000000,0301,03
264500.0,6651500.0,1,65,22640006651000,2264000,6651000,264500,6651500,4000,1000000,0301,03
265500.0,6651500.0,1,66,22650006651000,2265000,6651000,265500,6651500,4000,1000000,0301,03
266500.0,6651500.0,1,67,22660006651000,2266000,6651000,266500,6651500,4000,1000000,0301,03
267500.0,6651500.0,1,68,22670006651000,2267000,6651000,267500,6651500,4000,1000000,0301,03
268500.0,6651500.0,1,69,22680006651000,2268000,6651000,268500,6651500,4000,1000000,0301,03
269500.0,6651500.0,1,70,22690006651000,2269000,6651000,269500,6651500,4000,1000000,0301,03
270500.0,6651500.0,1,71,22700006651000,2270000,6651000,270500,6651500,4000,1000000,0301,03
271500.0,6651500.0,1,72,22710006651000,2271000,6651000,271500,6651500,4000,1000000,0301,03
272500.0,6651500.0,1,73,22720006651000,2272000,6651000,272500,6651500,4000,1000000,0301,03
256500.0,6652500.0,1,107,22560006652000,2256000,6652000,256500,6652500,4000,1000000,0301,03
257500.0,6652500.0,1,108,22570006652000,2257000,6652000,257500,6652500,4000,1000000,0301,03
258500.0,6652500.0,1,109,22580006652000,2258000,6652000,258500,6652500,4000,1000000,0301,03
259500.0,6652500.0,1,110,22590006652000,2259000,6652000,259500,6652500,4000,1000000,0301,03
260500.0,6652500.0,1,111,22600006652000,2260000,6652000,260500,6652500,4000,1000000,0301,03
261500.0,6652500.0,1,112,22610006652000,2261000,6652000,261500,6652500,4000,1000000,0301,03
262500.0,6652500.0,1,113,22620006652000,2262000,6652000,262500,6652500,4000,1000000,0301,03
263500.0,6652500.0,1,114,22630006652000,2263000,6652000,263500,6652500,4000,1000000,0301,03
264500.0,6652500.0,1,115,22640006652000,2264000,6652000,264500,6652500,4000,1000000,0301,03
265500.0,6652500.0,1,116,22650006652000,2265000,6652000,265500,6652500,4000,1000000,0301,03
266500.0,6652500.0,1,117,22660006652000,2266000,6652000,266500,6652500,4000,1000000,0301,03
267500.0,6652500.0,1,118,22670006652000,2267000,6652000,267500,6652500,4000,1000000,0301,03
268500.0,6652500.0,1,119,22680006652000,2268000,6652000,268500,6652500,4000,1000000,0301,03
269500.0,6652500.0,1,120,22690006652000,2269000,6652000,269500,6652500,4000,1000000,0301,03
270500.0,6652500.0,1,121,22700006652000,2270000,6652000,270500,6652500,4000,1000000,0301,03
271500.0,6652500.0,1,122,22710006652000,2271000,6652000,271500,6652500,4000,1000000,0301,03
272500.0,6652500.0,1,123,22720006652000,2272000,6652000,272500,6652500,4000,1000000,0301,03
256500.0,6653500.0,1,157,22560006653000,2256000,6653000,256500,6653500,4000,1000000,0301,03
257500.0,6653500.0,1,158,22570006653000,2257000,6653000,257500,6653500,4000,1000000,0301,03
258500.0,6653500.0,1,159,22580006653000,2258000,6653000,258500,6653500,4000,1000000,0301,03
259500.0,6653500.0,1,160,22590006653000,2259000,6653000,259500,6653500,4000,1000000,0301,03
260500.0,6653500.0,1,161,22600006653000,2260000,6653000,260500,6653500,4000,1000000,0301,03
261500.0,6653500.0,1,162,22610006653000,2261000,6653000,261500,6653500,4000,1000000,0301,03
262500.0,6653500.0,1,163,22620006653000,2262000,6653000,262500,6653500,4000,1000000,0301,03
263500.0,6653500.0,1,164,22630006653000,2263000,6653000,263500,6653500,4000,1000000,0301,03
264500.0,6653500.0,1,165,22640006653000,2264000,6653000,264500,6653500,4000,1000000,0301,03
265500.0,6653500.0,1,166,22650006653000,2265000,6653000,265500,6653500,4000,1000000,0301,03
266500.0,6653500.0,1,167,22660006653000,2266000,6653000,266500,6653500,4000,1000000,0301,03
267500.0,6653500.0,1,168,22670006653000,2267000,6653000,267500,6653500,4000,1000000,0301,03
268500.0,6653500.0,1,169,22680006653000,2268000,6653000,268500,6653500,4000,1000000,0301,03
269500.0,6653500.0,1,170,22690006653000,2269000,6653000,269500,6653500,4000,1000000,0301,03
270500.0,6653500.0,1,171,22700006653000,2270000,6653000,270500,6653500,4000,1000000,0301,03
271500.0,6653500.0,1,172,22710006653000,2271000,6653000,271500,6653500,4000,1000000,0301,03
272500.0,6653500.0,1,173,22720006653000,2272000,6653000,272500,6653500,4000,1000000,0301,03
256500.0,6654500.0,1,207,22560006654000,2256000,6654000,256500,6654500,4000,1000000,0301,03
257500.0,6654500.0,1,208,22570006654000,2257000,6654000,257500,6654500,4000,1000000,0301,03
258500.0,6654500.0,1,209,22580006654000,2258000,6654000,258500,6654500,4000,1000000,0301,03
259500.0,6654500.0,1,210,22590006654000,2259000,6654000,259500,6654500,4000,1000000,0301,03
260500.0,6654500.0,1,211,22600006654000,2260000,6654000,260500,6654500,4000,1000000,0301,03
261500.0,6654500.0,1,212,22610006654000,2261000,6654000,261500,6654500,4000,1000000,0301,03
262500.0,6654500.0,1,213,22620006654000,2262000,6654000,262500,6654500,4000,1000000,0301,03
263500.0,6654500.0,1,214,22630006654000,2263000,6654000,263500,6654500,4000,1000000,0301,03
