UniformRandom,Uniform,GA (1 year),PopulationProportionate,MA,SLS,GA (1 week),AllCityCenter,Random
1427,1427,1211,1427,1605,1449,1585,1213,1427
1675,1675,1675,1369,1519,1739,1937,1235,2098
747,1248,747,747,747,1045,1248,353,1318
788,2391,615,615,1777,788,615,1101,615
1176,1834,1315,1030,1315,1315,1834,420,1315
3400,3400,3400,3400,3400,3400,3400,3400,3400
837,2512,837,897,842,837,2512,938,837
848,848,2774,2774,2774,2774,2774,3066,2773
486,486,985,486,486,486,985,887,486
800,800,800,800,800,800,800,800,800
889,629,629,889,629,889,629,1529,629
837,534,837,837,534,837,837,1041,534
844,844,844,844,844,844,844,1166,844
610,679,679,550,679,679,610,679,725
652,828,954,954,828,652,954,996,954
740,869,580,599,580,580,580,869,599
5158,5888,5158,5158,5158,5158,5158,6462,5158
1404,1367,1277,996,1346,1277,1277,1335,1250
1361,1361,2146,1361,2146,2146,1361,2804,1361
653,653,653,653,653,570,706,827,653
2074,1152,1152,2074,1152,1152,1152,2074,1152
4337,4319,4037,4037,4548,4037,4037,4178,4037
542,580,580,580,542,966,580,1459,542
1273,1092,1092,1092,1092,1120,1120,1092,1249
2612,2612,2612,2612,2612,2612,2612,2964,2612
4844,4844,4844,4844,4844,5174,4844,5426,4844
581,581,581,581,581,562,581,1334,581
542,717,361,542,792,542,542,361,792
328,590,328,561,328,360,561,328,328
938,938,675,616,722,722,616,722,722
514,706,290,290,355,615,290,701,722
1082,1082,1082,1082,1082,1082,1268,1268,1082
2018,2018,2018,2018,2018,2018,2018,1904,2308
822,1081,856,822,822,856,1048,421,1081
1894,2171,1894,609,2080,1894,1894,547,1894
4199,4607,4502,3602,4502,4199,4502,3095,4199
5255,5135,4970,4976,5135,4976,4970,4976,5135
2786,6037,2786,2786,2786,2786,2786,4468,2786
1510,4234,1510,1510,1510,1510,1510,2691,2195
4266,5611,4266,1795,4266,4266,4266,3093,4779
2882,3736,2882,1282,2882,2882,2882,2293,3736
1602,1602,1602,1602,1602,1602,1602,4555,1602
525,407,362,448,675,362,362,724,675
730,1032,730,730,1032,730,730,2179,1032
5655,4537,5338,4024,5164,4537,5338,5655,5338
423,423,423,423,423,423,423,423,423
3411,3411,3411,3130,3130,3411,3130,5216,3130
517,2068,364,596,1503,364,364,935,364
5386,5729,5143,5021,5216,4212,4920,3064,4920
6246,6332,4603,3661,4414,3661,3866,3661,4187
5067,2896,2896,2896,2945,2981,3874,3137,3049
6895,6895,6651,6651,6651,4558,4888,4682,6805
427,322,3348,427,3181,3019,1416,1937,3181
2343,3303,2343,2205,2343,2343,2343,3165,2343
1212,1649,1649,1079,826,3555,826,2440,3720
2595,1203,1203,1225,1849,2595,3870,1755,1849
1949,2143,1391,2143,2143,1391,2143,2324,841
1181,1004,1536,1536,853,1536,853,1952,1514
2385,1144,1296,2385,2385,2385,1761,1144,1298
1851,1720,1421,1421,1421,1448,1421,1920,1421
775,1087,938,1145,864,2969,942,1169,763
1410,1495,299,1361,1145,1361,299,1507,1020
535,535,535,1172,620,620,535,832,535
2171,1450,488,1312,1384,1171,488,1450,488
1192,1288,1192,1192,873,1192,1614,1376,873
1157,1157,1157,1157,1157,1157,1157,1166,1157
1194,1175,1175,1175,1089,1390,1200,937,1118
621,603,330,330,330,330,839,1011,330
511,511,441,511,672,511,663,511,663
726,702,767,994,767,1361,767,767,767
1439,1269,1421,1073,1347,1145,1145,1073,1400
595,1614,595,869,595,869,1243,1465,1243
1398,2199,1479,1398,1398,1398,1398,1404,1701
1327,853,1290,1290,1290,1327,1327,3091,1327
1457,1457,1245,1148,1049,809,1245,809,1511
327,327,327,327,327,666,327,327,327
1569,1676,1804,1551,1551,1331,1551,1818,1804
1488,1549,1549,1488,1668,1668,1488,1549,1488
823,600,823,1799,823,1799,823,2662,1799
297,297,297,297,297,297,297,297,297
1021,1177,1152,916,916,1021,662,1015,662
2781,2832,3362,3039,3039,3362,3039,2218,3039
735,735,735,735,735,735,735,735,735
2120,2120,2120,2120,2120,2120,2120,2120,2120
453,453,374,670,670,670,723,751,764
832,631,631,631,631,631,832,631,631
373,373,373,373,373,884,373,1734,373
597,597,724,724,597,724,597,808,724
727,727,727,727,727,727,727,3596,727
654,654,654,654,654,654,1269,1323,1269
494,494,494,494,553,313,494,313,494
701,701,645,569,701,569,569,514,569
1114,1318,1114,1114,1074,1114,1114,1490,1074
442,442,442,442,442,442,442,617,442
764,764,764,454,764,764,454,764,764
667,667,442,442,442,442,667,576,744
1143,1143,999,999,999,999,999,1046,1043
726,726,149,149,726,149,149,691,726
732,732,732,732,732,732,732,1325,732
666,1060,619,344,619,619,344,450,344
706,706,454,454,706,706,454,1250,1062
782,782,1763,1763,782,782,782,3667,782
852,852,852,852,852,852,852,2467,852
490,490,490,490,490,490,490,490,443
1580,1468,1468,1468,1468,1468,1468,1695,1580
944,944,1012,944,944,1012,944,1783,944
326,326,326,326,326,326,326,635,326
684,684,684,684,684,684,684,1865,684
845,664,664,664,664,664,845,664,664
538,538,538,538,538,337,538,337,538
747,889,589,589,589,589,614,615,614
1154,614,614,614,1154,1154,1154,2194,1154
520,520,520,520,520,520,520,1180,977
298,192,192,192,192,192,192,298,192
1306,1306,1306,1306,1424,1306,1306,1862,1306
1525,1525,1550,1525,1525,1550,1525,2196,1525
1248,999,999,999,999,999,1200,999,999
687,786,786,628,687,687,628,447,628
1023,1023,1023,1023,1023,1023,1023,2136,1023
667,764,667,568,667,667,509,328,667
506,506,506,424,424,506,506,849,849
791,791,791,758,758,916,791,737,791
625,385,385,385,385,385,566,385,385
1340,1507,1340,1340,1340,1340,1340,1638,1340
226,226,226,226,226,226,226,791,226
348,348,702,348,348,348,348,1646,348
465,465,465,465,465,465,465,1327,465
437,1060,1060,1060,1060,437,1060,1634,1060
450,450,450,450,450,450,450,1080,450
833,833,833,833,833,833,833,2289,1396
521,521,521,521,521,521,521,1383,521
539,539,539,539,539,539,539,795,556
945,945,945,945,945,945,1030,1171,1030
518,518,518,518,518,518,518,518,518
696,696,495,495,495,495,696,495,696
882,969,882,882,882,882,882,1179,969
681,681,681,681,681,681,681,589,681
632,632,632,632,632,632,632,1746,632
622,754,376,376,376,376,376,715,622
910,910,853,853,853,853,910,1000,910
545,731,497,497,497,497,545,296,545
347,408,408,347,408,408,347,408,408
1142,1142,675,945,675,675,675,1417,945
734,734,734,734,734,734,734,1744,734
543,543,543,543,543,543,543,730,543
1216,1216,1216,1216,1216,1216,1216,1265,1216
483,812,483,483,483,483,483,579,483
533,941,293,293,533,293,533,293,533
616,616,616,346,616,346,616,821,616
913,914,753,568,913,568,753,568,914
870,1177,870,550,870,550,870,986,1177
763,763,819,819,819,819,819,821,763
905,735,905,905,905,735,905,1102,958
506,506,506,506,506,506,506,1606,506
840,840,840,840,840,840,840,1540,840
728,728,728,728,728,728,728,1076,728
408,408,408,408,408,408,408,2347,408
1046,1285,1046,1046,1133,1046,1046,1153,1046
824,824,824,824,824,824,824,2779,824
451,654,247,247,451,247,451,628,451
1050,869,869,869,869,869,1050,869,869
1062,1141,1062,1062,1062,1062,1062,1063,1415
572,572,572,572,572,572,572,1769,572
804,1027,973,804,1027,973,973,1141,1141
840,1350,840,1014,1350,1014,840,1330,1350
621,1171,621,621,621,621,621,759,1171
1764,1764,1365,1764,1365,1365,1365,1795,1764
812,812,812,812,812,890,812,1365,812
1742,1742,1742,1742,1742,1742,1742,2828,1742
560,560,560,560,560,560,560,696,560
505,505,457,457,457,457,632,506,457
872,872,819,819,819,819,1203,819,1203
1280,1280,625,625,625,1159,625,1203,625
524,519,519,519,519,519,611,675,611
902,902,689,689,689,549,902,780,1105
312,312,312,1150,1150,312,312,1493,1150
467,223,467,223,467,467,467,486,467
487,647,647,647,647,647,487,647,647
550,766,550,550,550,550,550,656,753
1401,1809,1401,1161,1401,1161,1401,1161,1517
722,722,722,722,722,722,722,2416,722
1882,1882,1882,1882,1882,1882,1882,1882,1882
369,369,369,369,369,369,369,1603,369
1073,1073,1932,1932,1073,1932,1932,2289,1073
818,818,818,818,818,818,818,1423,818
994,994,994,994,994,994,994,994,994
2734,2734,2734,2734,2734,2734,2734,2927,2734
471,471,471,471,471,471,471,1737,471
281,281,281,281,281,594,281,812,281
664,664,664,664,664,664,664,1406,1131
1320,1427,1158,1121,1158,1121,1134,1056,1320
1529,1529,1529,2793,1529,1529,1529,3574,1529
333,633,333,333,333,333,333,957,633
4743,4743,4743,4743,4743,4743,4743,4527,4743
838,1040,838,517,970,838,838,399,1040
2816,3184,2946,2018,2816,2613,2946,2394,3186
1111,2812,390,390,390,390,390,1791,2601
2887,3198,3198,2655,3198,3064,3198,3198,2887
1161,1161,1161,1161,1161,1161,1161,1690,1161
445,572,572,572,572,572,572,827,572
580,580,580,580,580,580,580,580,580
1645,1867,1867,1645,1867,1867,1645,1867,1392
728,810,728,810,810,728,728,1148,810
552,552,552,552,552,552,552,891,552
290,290,290,290,290,394,290,823,290
556,332,492,492,492,492,556,492,492
2110,2110,2110,2110,2110,2110,2110,2375,2110
913,966,913,699,913,699,966,699,1126
565,721,565,451,565,565,565,451,721
1277,1277,1277,1277,1277,1277,1277,1470,1277
865,865,865,966,991,865,865,1094,865
1410,1467,1410,1410,1410,1410,1446,1101,1410
465,465,473,458,473,473,465,812,465
1456,1456,1456,1417,1456,1417,1456,1456,1456
1167,883,883,910,883,1167,958,1269,910
1468,1522,1060,1060,1468,1256,1468,820,1544
1148,1460,1148,1148,1460,1148,1148,500,1460
530,530,530,530,530,530,530,418,530
2267,2267,2267,2267,2267,2267,2267,2267,2267
3184,3009,2828,2828,2828,2828,3184,2828,2828
776,709,709,709,709,709,709,828,709
698,698,698,698,698,698,698,3601,698
511,330,330,330,330,330,511,330,487
575,624,575,600,575,575,575,600,624
2051,2051,2051,2051,2051,2051,2051,2533,2051
752,752,752,752,752,752,752,2137,752
1204,1204,1204,1204,1204,1204,1204,1565,1204
707,707,707,707,707,707,477,716,707
726,1506,726,726,726,726,726,1558,726
482,482,482,482,482,482,482,1679,482
1245,1245,1193,1193,1193,1305,1245,1420,1245
1034,893,1034,1034,1034,1034,893,1374,893
1605,853,798,1605,798,1605,853,2082,1605
1682,1682,1682,1682,1682,1682,1682,2059,1682
652,652,652,652,652,652,652,713,652
356,323,323,323,323,323,356,323,323
1297,1385,1297,1297,1297,1297,1385,1144,1385
486,486,486,305,486,305,486,305,486
842,842,842,842,842,920,842,1174,842
790,790,790,553,790,553,790,481,829
486,486,486,486,486,486,486,921,486
958,958,958,892,958,958,971,893,958
435,435,435,435,435,435,435,1042,604
1273,1273,1273,1273,1273,1273,1273,2470,1273
997,997,791,791,791,791,791,863,997
2093,2093,2093,2093,2093,2093,2093,2518,2093
444,444,444,444,444,444,444,444,444
1458,1527,1458,747,1115,1458,1304,1092,803
896,896,896,464,896,896,632,633,632
1064,1572,1207,697,1064,697,419,640,697
1544,1888,923,923,1382,1585,1382,584,1286
1302,1596,1100,941,1302,1302,719,654,863
836,836,836,836,836,836,836,2791,836
1069,1069,1301,401,1069,1069,1069,1069,1069
981,1276,775,775,981,1276,775,1221,775
1200,1279,1200,1200,1200,1200,1095,1279,1095
305,305,305,305,305,305,305,3087,305
2198,1477,1590,1555,2198,2198,1555,2691,2217
1090,850,850,850,850,850,1031,850,850
1353,1353,1113,1113,1113,1162,1113,1162,1113
1393,1193,812,1153,1393,1393,1416,1537,812
722,722,722,722,1451,722,722,2025,1451
981,958,981,958,958,1404,958,1851,958
1262,1262,1260,1260,1260,1262,1260,1433,1260
1723,1724,1723,1675,1723,1723,1675,1646,1675
876,876,694,694,813,694,761,813,694
976,1592,976,835,835,976,976,1316,976
695,1343,935,638,638,935,638,935,638
2297,2338,1674,2297,2338,3124,2338,2871,2338
963,1257,780,780,780,963,528,800,780
1444,1444,1444,1444,1444,1444,1444,1444,1444
1547,1547,1547,2807,1547,2813,1547,3332,3248
929,987,929,545,598,929,598,545,545
1375,1375,1299,832,1375,1375,1087,651,832
1688,1688,1688,1688,1688,1688,1688,2322,1688
1209,1209,1209,1209,1209,1209,1209,3807,1209
1333,1333,914,515,1453,1333,914,1228,1370
987,987,987,913,709,987,987,1470,709
1030,1074,1030,564,1030,1030,564,1238,1074
456,456,456,456,456,456,456,2012,1259
695,695,1935,1953,1953,1953,1935,2128,695
862,641,862,641,641,1263,641,1555,641
307,307,307,307,307,307,307,718,307
814,814,720,814,814,720,814,1550,814
854,614,614,614,614,614,795,614,614
526,526,526,1175,1175,1175,526,2116,526
3486,3486,3545,3486,3486,3486,3545,4041,3702
1235,647,647,1469,1235,1235,1235,1980,1235
1048,532,473,473,473,418,473,418,473
895,1353,895,838,838,895,779,598,895
1108,1178,782,600,600,1108,427,556,782
957,957,546,546,835,546,546,957,957
1049,801,801,801,801,801,1049,1326,801
614,614,614,614,614,614,614,909,614
913,913,448,448,448,913,448,852,852
474,474,474,474,643,474,474,1086,474
1070,1056,1056,1056,1056,1056,1070,1056,1056
403,291,291,291,291,291,291,518,291
750,750,750,750,865,750,750,1438,865
442,442,442,442,442,442,442,1478,1059
603,603,603,603,603,363,544,363,603
489,837,837,837,489,489,489,1393,837
388,388,388,388,388,388,388,388,388
374,374,374,374,374,374,374,1029,374
701,701,701,701,701,701,701,1649,1231
725,524,524,524,524,524,725,524,524
252,252,252,252,548,252,252,880,252
568,568,568,568,568,568,568,741,568
3768,3768,3768,4146,3768,3768,3768,5692,4146
534,534,534,534,534,534,534,1396,534
1139,1139,1139,1139,1423,1139,1139,1997,1423
1052,673,673,673,673,1052,673,1317,673
1380,632,632,1380,1380,1380,1380,2574,1380
494,494,425,494,494,494,494,494,494
1183,1183,909,1183,1183,1183,1183,1771,1493
1997,1059,1997,1997,2035,1997,1997,2405,2035
1831,1806,1806,1806,1806,1806,1806,2070,1932
3029,2972,2972,2972,2972,2972,2972,3132,2972
507,507,507,507,507,507,507,1783,507
917,917,917,917,917,917,917,1270,917
927,927,927,2322,2322,927,927,3241,927
452,321,321,321,321,321,321,501,321
789,1044,608,608,608,608,608,608,608
631,631,631,631,631,631,631,631,631
488,488,488,488,488,488,488,1161,488
766,766,345,722,345,345,345,600,472
1681,1905,1681,1681,1681,1681,1681,1762,1750
448,448,258,258,258,258,370,485,811
395,395,395,395,395,646,395,1215,395
906,906,906,906,906,906,906,1078,906
185,185,185,185,185,185,257,185,185
881,881,881,881,881,881,881,1228,881
809,809,809,809,809,951,809,1179,809
831,907,831,825,831,825,831,953,907
357,357,357,357,357,357,357,832,357
710,710,710,710,710,1691,710,2995,710
709,709,709,709,709,709,709,2307,709
412,822,768,412,768,412,412,1086,559
507,507,507,507,507,507,507,2165,507
197,197,197,197,197,197,197,328,309
125,125,125,125,125,125,125,125,827
664,424,543,363,664,424,543,424,984
1104,1104,1104,2084,1104,1104,1104,3389,1104
764,1065,764,455,764,624,764,455,1003
2203,2203,2203,2203,2203,2203,2203,3022,2531
614,614,614,614,614,614,614,614,614
940,940,940,940,940,940,940,1460,940
1254,655,1254,1254,655,1254,1254,2904,1254
1217,1324,1465,1217,1217,1324,1324,1548,1217
490,490,490,490,490,490,490,782,490
1035,454,454,454,454,1035,454,1417,1035
1135,1388,1388,1135,1388,1388,1388,1483,712
1362,1362,1505,1505,1505,1505,1505,1505,1362
657,674,404,404,657,404,404,879,404
870,870,1733,1733,1733,1733,1733,1964,870
947,947,947,947,947,947,947,1047,947
1027,962,962,961,962,961,1027,962,961
618,618,618,618,997,618,618,942,641
1104,1104,1104,1104,1104,1104,1230,1152,1104
378,378,378,378,378,378,378,1041,378
539,539,539,539,539,539,539,953,539
366,840,366,366,629,610,366,629,629
492,492,492,492,492,492,492,1753,492
351,351,351,351,351,383,351,579,579
430,430,430,1268,430,430,430,425,451
619,438,438,278,438,278,502,438,734
504,504,504,504,504,504,504,801,591
233,486,486,233,486,486,486,708,654
430,653,430,430,570,430,430,645,653
806,806,806,806,806,806,806,1060,806
440,622,440,440,440,440,440,839,622
1316,1316,1316,1316,1316,1316,1316,1491,1316
1882,1504,1882,1882,1791,1504,1882,3437,1882
1128,1128,1128,1128,1128,1128,1128,2105,1128
398,398,398,398,398,398,398,873,398
963,707,707,595,963,707,707,822,707
9582,9777,9777,9777,9777,9582,9777,10724,9777
705,705,705,705,705,705,705,2320,705
372,372,372,372,372,372,594,681,372
1027,1348,1027,910,1027,872,1027,957,1348
1051,1051,503,503,1003,503,1051,505,1051
438,438,438,438,438,438,438,373,438
1399,1399,1399,1399,1399,1399,1399,3211,1399
707,707,516,516,516,276,568,276,457
1261,1261,1261,1261,1261,1261,1261,1866,1261
645,645,645,1468,645,645,645,2570,1468
755,755,755,755,755,755,755,1201,755
427,427,427,427,427,427,427,427,427
1047,1101,1047,835,1047,738,835,399,1047
1104,1104,1104,1104,1104,1104,1104,2859,1104
879,701,701,721,701,701,701,540,780
628,628,628,481,481,481,481,722,822
620,620,498,620,620,498,498,406,774
1711,1711,1612,1612,1612,1612,1711,1372,2074
2731,2731,2731,2731,2731,2731,2731,2731,2731
810,1023,810,810,1023,810,810,1003,1023
2514,2704,2704,2514,2514,2704,2514,2866,3169
728,728,728,1708,728,1708,728,2874,1028
1003,1003,739,426,726,426,1003,452,1003
430,430,430,430,430,430,430,3365,430
1427,398,1094,1094,1427,1094,1427,3356,1887
757,757,757,757,844,757,757,864,757
475,475,475,475,475,733,475,1162,475
2469,1888,2469,2469,2469,2469,2469,2600,2469
459,459,459,459,459,459,459,1107,459
541,541,410,410,541,541,410,590,410
1960,1960,1960,3758,1960,1960,1960,4395,1960
768,1209,768,768,768,768,768,995,768
456,456,456,456,456,456,456,456,456
1559,1288,1324,1158,1181,1114,1324,1158,1559
4098,4098,4098,4098,4098,4098,4098,4532,4098
432,432,432,432,432,432,432,1082,625
624,624,624,624,624,433,624,193,624
672,672,672,672,672,672,672,672,672
395,395,395,395,395,395,395,395,395
3662,3721,3662,3662,3662,3481,3662,3481,3721
1229,115,115,1229,1229,1229,115,3153,1229
256,256,256,880,880,256,256,1176,810
480,703,620,480,620,480,620,624,744
1048,1048,327,1048,327,327,327,1670,1048
421,421,421,421,421,421,421,421,421
870,1040,1010,870,870,870,1040,1102,1040
242,763,242,242,242,242,242,782,818
456,456,456,456,456,456,456,835,764
895,975,895,859,859,968,807,1029,807
445,445,436,397,418,397,436,446,436
843,1274,764,691,764,691,843,918,1331
2021,2094,2021,1963,2021,2021,2021,1580,2094
1507,1507,1507,1507,1507,1507,1507,2303,1507
1098,886,771,771,886,771,1100,886,886
438,801,324,324,324,324,438,324,801
646,494,646,646,646,646,494,861,542
359,359,359,359,359,359,359,964,359
537,537,537,537,537,537,537,876,434
430,430,249,249,430,249,410,249,605
1866,1866,1620,1620,1884,1620,1209,1752,1209
397,736,397,397,397,397,736,736,736
250,897,250,589,250,250,897,589,897
714,714,714,714,714,714,714,2820,714
594,594,814,594,594,594,814,1521,594
2156,2156,2156,2156,2156,2156,2156,2492,2156
898,898,717,717,717,717,878,717,878
345,345,749,345,345,749,749,887,345
1658,1658,1658,1658,1658,1658,1658,2488,1658
535,535,535,535,535,535,535,649,535
1447,1447,1494,1447,1447,1494,1494,1884,1447
302,302,302,302,302,302,302,302,302
693,693,638,638,638,638,693,638,638
441,514,382,327,382,327,441,327,382
724,724,724,724,724,974,724,1066,974
363,363,363,363,363,363,363,1692,363
354,354,354,354,354,354,354,716,399
1331,1331,2343,3005,1331,1331,1331,4308,1331
1560,1661,825,1661,1661,1560,1661,2216,1560
831,729,831,555,831,555,680,729,680
976,976,642,551,642,551,551,321,578
793,239,239,239,239,239,239,1159,239
763,763,763,763,1896,1475,1668,1960,1475
1695,1555,1464,1464,1503,1196,1503,1513,1151
2710,2166,702,702,1842,702,1400,1572,1869
698,3033,1934,698,698,1337,698,698,698
1069,1069,1069,1069,622,622,1007,853,935
1039,1039,574,574,1039,637,923,406,1039
1578,2166,1319,1319,1578,2370,1566,1158,1578
1417,1417,1417,1417,1417,1417,1417,1064,1417
847,2213,847,847,1677,847,847,847,2213
1089,1089,1089,1089,1176,1176,1089,1089,1089
622,622,622,973,622,622,622,304,622
1107,1874,1662,1662,1662,481,1874,1662,1662
874,921,1030,1030,1030,1030,874,921,874
479,523,467,467,642,467,490,474,642
989,1430,989,1112,871,989,871,303,395
5374,5123,5425,5123,5123,5033,5123,4331,5033
2532,2532,2532,2532,2532,2532,2532,2195,2532
1138,1180,1138,873,451,1180,474,871,1138
1000,1166,800,947,1000,1095,691,1198,947
604,604,604,604,604,604,604,1531,604
1621,1556,1556,1556,1556,1621,1556,1556,1556
1111,930,1111,1111,1170,930,1111,930,1111
1433,1433,1433,1433,2013,1433,1433,2587,2013
1125,532,786,786,946,532,472,601,532
1693,1720,1095,1095,1525,1095,1095,1229,1095
2844,2852,2352,2309,2844,2352,2309,1807,2144
1108,1108,1329,1108,1108,2559,1108,2022,1108
3182,3182,3005,3051,3182,3182,3051,2666,3051
1372,1526,1169,940,1526,1372,1169,477,1087
1370,2062,1639,1605,1370,1639,1370,1204,2062
1151,1151,1151,1151,1151,1151,1151,1151,1151
495,495,495,495,495,495,495,1676,495
1326,1326,1681,1286,1681,1612,1681,1150,1681
755,755,755,470,755,1016,470,804,470
792,792,792,792,792,792,792,792,792
1055,1055,1055,1055,1055,1055,1055,1055,1055
703,703,703,703,703,703,703,3253,703
1081,1401,1401,1081,1081,1401,1527,1768,1081
486,486,486,486,392,486,436,486,486
577,577,577,577,577,577,577,577,577
274,274,274,274,274,274,274,274,274
1369,738,574,574,574,1280,574,574,574
549,1852,661,549,1852,549,1788,1852,1731
869,1760,869,567,678,970,567,884,567
675,675,675,675,675,675,675,2060,675
1672,2415,1572,1518,1572,2398,1572,1836,2415
3627,3627,3627,3305,3627,3627,3621,2768,3627
2772,3873,2496,3873,2772,2772,2772,3873,2772
369,2235,369,1167,369,369,369,369,369
273,273,273,273,273,273,273,273,273
1019,1019,1019,1019,1019,1019,1019,1032,1019
2181,2181,2377,2299,2238,2181,2181,1941,2181
810,343,805,861,717,810,805,975,343
2810,2810,2810,2638,2810,2758,2810,2810,2799
600,600,600,600,600,600,600,600,600
1055,1055,1055,1055,1055,1055,792,1055,792
405,625,405,405,405,625,405,876,405
1271,1585,1585,1271,1733,1769,1271,962,1328
1875,1875,1875,1118,1875,1875,1118,4021,1118
1260,1260,1260,671,671,991,1260,1182,1260
1718,1927,1726,1391,1628,1628,1718,1352,1664
2425,2425,2322,1133,2345,1563,2292,1770,2136
2282,2282,2282,2282,2282,2282,2282,2282,2282
1371,647,647,1371,1371,1602,647,1413,1371
379,594,873,379,379,591,379,1293,675
554,554,554,554,554,554,554,554,554
1175,1281,1166,1175,1203,1179,1175,1101,1175
1170,1170,1122,1170,1170,958,1170,964,958
860,726,726,637,726,729,637,726,726
1235,1094,1094,1094,1094,1235,1094,1616,1094
732,732,732,732,860,732,732,1434,860
796,799,477,477,477,549,477,549,477
502,390,390,390,580,390,390,521,390
433,433,490,433,433,490,433,505,490
944,944,252,944,944,1033,944,1518,944
1335,1335,1435,1335,1335,1335,1335,2907,1335
288,288,288,288,288,288,288,288,288
579,579,579,579,752,579,581,752,579
915,915,675,675,915,675,915,1150,675
560,560,560,560,560,560,560,1999,560
759,759,759,759,759,759,759,1106,759
860,679,679,679,919,679,860,679,679
479,479,479,479,929,479,479,1317,929
543,797,797,543,797,797,543,896,543
623,623,623,623,623,623,623,2781,623
1850,1669,1669,1669,1669,1669,1850,1669,1669
1445,1250,1250,1250,1445,1250,1250,1296,1250
3103,2037,1056,2981,3103,3103,3103,3356,2037
559,559,559,559,559,559,812,1034,559
612,612,612,612,781,612,612,1224,612
841,747,747,841,841,747,841,1430,841
756,756,905,756,756,905,376,1044,756
376,433,433,376,376,353,756,353,376
716,163,163,163,163,716,163,1053,163
965,818,818,818,1024,965,818,1264,818
185,185,185,185,185,564,185,564,185
488,488,488,488,488,572,488,1184,488
1442,1442,1442,1442,1442,1442,1442,1543,1442
547,547,547,547,547,547,547,547,659
526,526,526,526,526,526,526,3203,526
1683,2082,1683,1683,1683,1683,1683,2396,2082
882,882,882,882,882,1130,882,3053,882
710,710,710,710,710,710,710,829,710
752,752,711,752,711,711,711,886,752
721,721,721,721,721,721,721,1463,721
772,772,772,772,772,772,772,2267,772
676,411,411,676,411,411,411,598,676
517,978,517,517,517,517,517,1194,517
2683,2683,2683,2683,2936,2683,2683,3158,2683
389,389,389,389,587,389,389,587,748
1133,1133,1133,1133,1133,1133,1133,1469,1133
596,596,596,596,596,596,596,1099,896
533,533,300,239,533,300,533,300,533
2150,2338,1879,1879,2150,1879,2150,1815,2338
397,685,397,397,397,515,397,626,685
921,921,921,921,921,921,921,2087,921
985,804,804,804,804,804,985,804,804
660,660,660,660,660,951,660,627,660
274,274,274,274,274,587,274,805,274
785,785,785,785,785,785,785,1083,785
1338,1338,1338,1338,1338,1338,1338,3732,1338
743,743,743,743,743,743,743,3783,743
524,524,728,524,524,524,728,1221,524
2326,2326,2234,2234,2234,2234,2326,2234,2444
1368,1313,1313,1368,1313,1313,1313,2388,1368
1144,1144,869,869,1144,869,1144,975,1144
2950,2950,2950,2950,2950,2950,2950,3870,2950
477,477,477,477,477,477,477,824,477
1460,1460,1460,1460,1460,1460,1460,2323,1514
594,594,594,571,594,571,571,1433,1124
395,395,395,395,395,395,715,607,769
1366,1366,481,1366,481,1366,481,1419,1366
179,442,179,179,442,179,179,442,442
1355,1355,1122,1061,1355,1122,1355,1122,1355
1663,1824,1409,1409,1663,1409,1663,1388,1663
1890,1890,1890,1890,1890,1890,1890,1968,1968
458,458,458,458,458,458,458,926,458
669,669,669,243,848,669,669,1078,243
793,922,720,658,793,658,720,947,1067
596,596,596,596,596,596,596,2135,596
258,258,258,258,258,258,258,2224,258
1399,1399,1399,1159,1399,1399,1399,1159,1882
529,1041,529,529,529,966,1041,1041,966
788,968,788,788,849,788,968,849,968
478,478,478,1066,1066,478,478,2275,1066
143,143,143,143,143,143,143,964,143
417,417,417,417,417,417,417,417,417
671,528,671,528,671,528,528,1390,671
565,565,506,325,506,506,565,325,565
1453,491,1453,1516,1453,491,1453,2457,1453
544,544,544,544,544,544,544,1909,544
691,691,691,691,691,691,691,970,691
760,559,559,559,559,559,789,559,559
340,452,340,340,452,340,340,567,452
2611,2611,2611,2611,2611,2611,2611,2495,2673
1323,1323,1323,2021,1323,1323,1323,2802,1323
693,693,693,693,693,693,693,2188,1698
641,641,641,641,641,641,641,1398,641
493,855,552,493,438,438,552,438,855
1690,1690,1690,1690,1690,1690,1690,3288,1690
673,1062,673,673,673,673,673,1317,1062
317,317,317,317,317,317,317,1156,317
406,406,406,406,406,406,406,620,406
1209,1574,1209,1209,1209,1209,1209,1535,1656
2675,2675,2675,2675,2276,2276,2276,2706,2675
576,576,470,470,576,470,576,520,576
1461,1461,1461,1461,1461,1461,1461,1461,1461
1003,1142,1003,1003,1003,1003,1142,1207,1146
353,465,353,353,353,353,465,561,580
940,940,672,940,672,940,672,2167,672
827,1149,933,827,933,933,1242,933,1543
1407,1407,672,1407,672,672,672,1528,1638
1047,1047,1047,1047,1047,1047,1047,2880,1047
557,299,299,299,299,299,529,299,299
520,528,520,351,528,351,528,351,528
422,422,422,182,422,422,422,182,422
1775,1854,1775,1775,1775,2071,1854,2305,1854
875,830,830,830,830,875,1173,809,830
325,325,382,382,325,382,325,144,325
629,629,748,629,629,629,767,1234,629
848,848,449,449,449,449,449,996,848
984,889,984,889,984,889,889,1214,889
1170,1170,540,540,540,540,540,1115,540
1254,1254,1062,521,1062,1062,521,1254,1062
1149,1149,1078,1078,1078,1078,1039,1149,1078
895,793,895,895,895,895,980,1121,895
659,659,659,659,659,659,659,853,498
748,748,748,748,748,748,748,1657,748
660,660,660,660,660,660,660,3219,660
