UniformRandom,Uniform,GA (1 year),PopulationProportionate,MA,SLS,GA (1 week),AllCityCenter,Random
969,1006,969,969,969,969,969,1070,1006
478,1392,1392,699,1392,478,1392,1392,478
509,763,509,509,509,509,509,862,862
889,984,889,863,889,889,889,924,984
333,333,192,425,192,425,192,1172,333
1384,1384,1172,1384,1172,1172,1172,1503,1384
579,579,579,579,579,579,579,1315,579
313,313,313,313,313,313,313,419,313
416,416,416,416,416,648,416,648,416
498,498,498,498,498,498,498,498,498
1908,1908,1908,1908,1908,1908,2048,2180,1908
793,841,841,793,841,793,841,1133,947
811,811,811,811,811,811,811,1774,811
971,971,971,971,971,971,971,1058,1008
380,380,380,380,380,744,380,1514,380
1648,1648,1648,1648,1752,1648,1648,3525,1648
689,627,689,689,689,689,689,916,689
2299,2299,2299,2299,2299,2299,2299,2299,2299
608,608,1207,2204,608,1207,1207,3157,608
706,706,706,706,706,706,706,2304,706
655,655,655,655,655,655,655,872,655
333,333,333,333,333,333,333,1129,585
893,893,893,893,893,893,893,894,893
213,213,213,630,213,630,213,1346,821
1201,1201,1201,1201,1201,1201,1201,1223,1201
1497,1497,1497,1497,1497,1497,1751,1850,1751
1142,1142,1142,2208,1142,1142,1142,2615,1142
1117,1117,1117,1772,1716,1671,1117,1814,1716
2211,1182,2498,3725,2589,2211,2498,4133,2501
1014,1014,1014,1014,1014,1014,1014,1872,1014
553,553,553,553,553,553,553,1028,553
822,822,822,822,822,822,822,1722,822
2370,1374,2888,2888,2370,2965,2888,3319,2370
2980,2980,3159,2980,2980,2980,3159,3930,2980
1730,1730,1730,1730,1730,1730,1730,1730,1730
1536,1536,1536,1536,1536,1536,1536,3151,1536
2439,2439,2439,2439,2439,2439,2439,2439,3141
543,543,617,543,543,617,617,1100,339
763,889,889,889,763,889,889,817,889
1347,1347,540,1347,540,1347,540,2295,1347
937,937,1127,723,937,1127,1127,1430,503
1757,1985,1985,1757,1985,1985,1985,2049,751
428,428,428,428,428,428,428,428,428
1236,1236,1236,1180,1236,1236,1236,1236,1236
795,911,379,379,379,379,379,442,795
804,804,804,804,804,804,804,1150,804
1370,1016,1016,1370,1370,1016,1016,1797,1370
3126,3242,3242,3126,3242,2945,3185,2945,3242
572,572,572,450,572,358,682,358,572
2840,3406,2840,2580,3329,2658,3329,2683,3039
3727,4539,3727,3727,3727,3727,3727,3709,3727
1720,2375,1697,1222,1697,1459,1697,1199,1697
2304,2304,2304,1407,2304,1878,1407,1624,1407
4939,4939,4776,4071,4776,4461,4776,3635,4939
1421,716,889,1421,889,716,716,690,915
1232,1232,1232,1232,1232,1232,1232,995,1004
4518,4518,4518,3688,4518,3688,4518,4518,4518
6567,6646,6646,3792,6567,3792,6646,3792,6421
4438,4438,4438,2329,4438,4438,4438,1471,4438
1136,1136,1136,1136,1136,1136,1136,1136,1136
2507,2507,2507,2507,2507,2507,2507,2507,2507
5170,5170,5170,5170,5170,5170,5170,4742,5170
1793,1793,1793,1793,1793,1793,1793,1505,1793
2005,2005,1775,2122,1775,1775,1775,2096,2096
2863,3124,2801,2801,2801,2801,2801,2801,2863
1162,1162,1162,1162,1162,1162,1162,1107,1162
3388,3681,3681,3459,3681,3681,3681,3681,3681
754,754,754,754,754,754,754,754,754
427,780,780,650,780,780,780,642,794
2825,2891,2826,2826,2826,2826,2826,2826,3119
710,943,710,710,710,710,710,885,943
808,808,808,808,808,808,808,808,808
386,338,338,338,338,338,338,309,387
268,268,268,268,268,268,268,268,268
1409,1409,1409,1409,1409,1409,1409,1409,1409
1052,1052,1052,1052,1052,1052,1052,1052,1052
715,715,485,715,715,485,715,1305,485
448,295,295,510,295,915,295,959,332
2158,1977,2158,2158,2158,1977,2158,1977,1977
2698,2698,2698,2698,2698,2698,2698,3023,2698
744,744,812,744,744,744,744,1322,744
1003,1003,1003,1003,1003,1003,1003,1064,1064
2223,2277,2223,2223,2223,2223,2349,2271,2349
842,842,842,842,842,842,842,737,842
286,286,286,286,286,286,286,286,286
1096,985,1001,1096,985,1001,985,1078,1096
352,352,352,352,352,352,352,1201,352
1739,1739,1739,1739,1739,1739,1739,2369,1739
1785,1785,1495,1785,1495,2093,1495,1785,1785
161,161,161,161,161,161,161,161,161
630,577,630,630,630,630,630,883,848
1503,1004,1789,1789,1957,1789,1789,2406,1503
807,807,3045,3151,807,3045,3045,3794,807
880,659,714,714,880,714,714,1301,650
682,682,682,682,682,833,714,1301,713
941,941,941,941,941,941,941,1204,941
434,434,434,434,434,434,434,434,434
593,635,1370,1370,593,1370,1370,2483,1370
472,472,472,472,472,472,472,1065,472
133,133,133,133,133,543,133,875,558
562,562,562,562,562,562,562,562,576
362,488,488,548,548,488,548,962,488
315,315,315,315,315,628,315,846,315
630,708,630,708,708,708,708,1836,708
1147,452,309,309,918,309,309,1922,1147
563,563,563,563,563,563,563,971,563
810,810,810,810,810,810,810,777,810
448,594,2070,2933,594,2070,2070,3099,1222
2144,2144,2144,2481,2144,2144,2144,2593,2481
459,459,459,459,459,459,459,685,571
578,578,578,578,673,578,578,903,711
560,726,667,466,667,667,667,754,598
474,531,474,474,531,531,531,634,634
1287,1287,1287,1287,1287,1287,1287,2021,1287
1052,1052,1052,1052,1052,1052,1052,1350,1140
874,1097,1014,1014,1014,874,1014,1106,1241
1584,1216,1128,1128,1216,1128,1128,2429,1216
367,367,367,367,367,367,367,318,367
287,402,287,175,402,287,287,402,728
572,572,457,457,572,457,457,735,457
410,410,410,410,410,410,410,787,410
1462,1462,1462,1462,1462,1462,1462,1873,1861
674,674,756,674,756,1013,674,1352,674
376,376,376,376,376,376,376,426,426
1430,1485,1430,1485,1430,1430,1430,3050,1485
1385,496,1385,1951,496,1385,1385,1844,496
183,183,183,183,183,183,183,183,531
15954,15334,16524,16172,15621,16524,16172,17000,15640
2180,2180,2180,2180,2180,2180,2180,2941,2180
1840,1840,1840,1840,1840,2211,1840,2675,1840
695,695,695,695,695,695,695,695,695
795,795,914,795,795,933,914,1400,795
576,576,576,1361,576,1361,576,2527,576
1311,1311,1194,1311,1194,845,1194,845,1311
440,440,440,440,440,440,440,415,440
304,309,309,841,309,309,309,2266,309
335,335,335,335,335,335,335,335,335
889,889,881,881,881,881,881,1228,881
1426,1515,697,697,1426,1515,1426,1089,1515
1460,1460,1460,1181,851,1460,1181,1460,1181
1538,1499,1499,1499,1499,1499,1499,1518,1499
901,1808,1839,1839,1808,901,901,2464,901
1163,1375,1163,1163,1163,1163,1163,813,1163
383,383,383,383,383,383,383,786,383
844,994,377,377,196,196,377,196,377
720,720,246,246,687,473,246,473,246
790,790,1186,790,979,929,979,929,1186
1203,1203,909,765,1203,909,909,812,765
1748,1748,1694,1525,1694,1748,1694,2137,1694
348,348,1127,348,348,348,348,3072,348
987,987,987,987,987,987,987,987,987
1629,1417,1417,1417,1629,1417,1417,1728,1629
1470,1470,991,429,1470,1836,991,1252,1470
2840,2840,2840,2689,2840,2840,2840,2689,2840
1489,2002,1489,1096,1355,1489,1489,545,1096
1841,3234,2135,1497,1841,2135,2135,537,1497
411,411,615,411,615,880,615,1172,411
982,384,1007,1007,982,1007,1007,1246,1007
1030,1030,1030,1030,1030,1030,1030,1030,1211
1142,1142,1055,1055,1294,1142,1294,1359,1055
732,773,732,732,732,907,732,684,732
682,682,682,1367,682,682,1553,1863,682
798,798,821,923,798,821,821,817,923
943,919,943,1728,919,943,943,1883,1422
2613,2355,2363,2363,2613,2613,2363,3090,2363
897,1012,1012,624,897,1012,897,1305,624
1863,1863,1863,1863,1863,1863,1863,1863,1863
723,723,723,723,723,723,723,956,1180
1688,1688,1686,1686,1688,1688,1688,1628,1686
532,661,532,532,532,661,532,661,532
633,611,633,633,633,633,633,633,633
628,628,696,628,628,696,628,1467,628
1414,1414,1414,1414,1414,1414,1414,1739,1414
384,433,433,384,384,384,384,631,384
564,564,564,564,564,564,564,564,564
1564,1510,1510,1510,1564,1510,1510,2020,1510
454,501,454,454,454,501,454,501,454
344,584,344,344,344,344,344,344,344
1406,1406,822,822,822,822,822,1956,1406
1128,1128,1128,1128,1128,1128,1128,3279,1128
1120,281,281,660,281,281,281,2225,568
434,434,434,434,434,434,434,427,427
637,637,637,637,637,637,637,1112,637
688,688,688,688,688,877,688,1550,688
326,326,326,326,326,326,326,326,326
774,774,774,1613,1613,1613,1613,2095,774
566,566,566,566,566,566,566,566,566
4202,4148,4148,4148,4148,4148,4148,5011,4148
364,364,364,364,364,364,364,470,364
596,596,418,418,596,418,596,824,418
676,872,436,436,436,436,617,436,617
743,743,743,743,743,743,743,1224,884
1774,1774,1774,1774,1774,1774,1774,1774,1774
596,596,596,596,596,596,596,643,596
377,377,377,377,377,723,377,318,377
649,649,649,649,649,649,649,649,649
513,513,513,513,513,513,513,1694,513
1889,1151,1151,1613,1613,1151,1701,2040,1889
540,540,540,540,950,540,540,1082,540
311,688,688,311,311,688,311,525,688
1033,1033,1033,1033,1033,1033,1033,1462,1033
1280,1630,1630,1630,1630,1630,1630,2341,1280
777,777,777,777,777,777,777,987,690
1499,1499,1499,1499,1499,1499,1499,3346,1499
576,576,576,576,872,576,576,1204,576
545,577,545,545,577,545,545,828,577
852,852,852,852,852,852,852,852,852
392,392,392,392,392,392,392,1372,392
530,530,530,530,530,530,530,869,530
593,932,932,593,593,932,593,932,593
1387,1387,1387,1387,1387,1387,1387,2250,1387
804,804,804,804,804,804,804,1279,804
1029,1029,1029,1029,1029,1029,630,1343,1262
571,571,317,317,571,317,571,792,317
836,457,457,457,457,836,457,1101,457
319,319,319,319,319,319,319,319,319
1042,820,820,820,820,1042,1042,1129,1042
407,407,407,407,407,407,407,407,407
758,758,536,758,795,758,758,845,795
424,424,424,424,424,424,424,426,424
336,336,336,336,336,336,566,856,336
763,763,763,763,763,763,763,1625,763
259,259,259,259,259,579,259,1136,259
203,203,203,203,203,203,203,430,203
768,768,1165,768,768,1165,1165,1645,745
1380,1380,1380,1380,1380,1380,1403,2116,1403
230,230,230,230,737,230,230,1111,737
841,841,841,841,841,841,841,1468,841
684,684,684,684,684,684,684,1987,684
1242,1242,1242,1242,1242,1384,1242,1723,1242
1139,1139,1139,1139,1139,1139,1139,1139,1139
846,657,657,657,657,657,657,1166,657
501,623,501,409,623,409,623,376,777
605,759,658,483,658,391,658,391,1185
473,473,488,473,473,624,473,993,473
658,658,658,658,658,658,658,2007,658
922,1801,1146,781,1146,781,1361,1128,1113
787,787,787,787,787,787,787,2899,787
703,703,703,517,703,517,703,634,703
1130,1130,1130,1130,1130,1130,1130,1957,1130
1079,1079,1079,854,1079,1079,1079,854,854
7315,7315,7315,7315,7315,7095,7315,7826,7095
207,207,207,207,207,207,207,207,207
512,512,512,512,512,512,512,512,512
416,416,416,416,416,416,416,2310,416
1094,1386,1322,1094,1322,1094,1094,1386,625
186,186,186,186,186,186,186,726,186
335,335,335,335,335,335,335,335,335
631,631,631,631,631,631,631,1246,631
278,278,1512,1512,278,1512,1512,3060,278
1075,968,968,968,1016,1016,968,1096,968
2125,2125,2125,2125,2125,2125,2352,2645,2125
2574,2574,3159,3209,3159,3159,3159,4362,2574
1237,1355,1237,1015,1237,1237,1237,1237,762
501,689,659,501,659,501,659,527,526
1111,1111,1111,1111,1111,1111,1111,1974,1111
1123,1123,1345,1782,1345,1782,1345,2161,1123
889,889,889,889,889,889,889,889,889
355,355,355,355,908,355,355,1245,908
282,282,282,282,282,282,282,651,282
1575,1575,1575,1575,1575,1575,1575,2117,2296
956,956,956,956,956,956,956,1490,956
696,696,696,696,696,696,696,696,696
138,563,138,138,138,563,138,541,698
674,674,674,988,674,988,674,1230,674
257,257,257,257,257,257,257,363,257
1484,1484,1484,1324,1484,1371,1484,1371,1371
1565,1568,1565,1565,1565,1565,1568,1794,1565
1109,1259,1109,1109,1109,1017,1109,1094,1259
1519,1573,1519,1519,1519,1519,1519,2382,1519
1065,1678,767,767,1065,767,767,935,1065
610,610,610,388,610,388,610,610,610
1417,1417,917,884,1417,884,917,1061,1417
3554,3554,3290,2948,3554,3290,3292,2948,3256
1654,1074,1912,2255,2036,1069,1912,2255,2036
402,402,192,402,402,192,192,402,192
1445,1445,1445,688,1445,1445,1445,1057,1440
2644,2644,2644,2544,2838,2644,2644,2200,2838
897,1149,774,322,897,322,1016,322,1016
809,1263,753,753,809,729,729,899,729
488,488,1628,1910,2084,1910,1628,2253,2084
946,3134,946,946,946,946,946,1610,946
1358,1952,1733,1358,1733,1358,1358,1833,1952
1239,1601,1239,1239,1239,1239,1239,1176,1239
145,1917,145,145,145,145,145,1411,837
764,764,764,801,2131,801,764,2417,2131
879,879,879,879,879,879,879,879,879
3696,4082,3696,3696,3696,4137,3750,3866,3750
2308,2432,2535,2363,2914,2432,2535,2864,2522
3385,3385,3315,3315,3385,3315,3385,3385,3385
430,430,430,430,430,430,430,496,430
276,1316,1696,1696,1316,1696,1696,2149,1185
1628,1628,1628,1628,1628,1628,1628,2741,1628
1718,1718,1434,1718,1434,1718,1434,2547,1718
1190,1190,463,1190,463,463,463,1707,1190
1634,1856,1316,1634,1316,1634,1316,2173,1634
376,376,826,826,826,508,826,1400,508
262,262,262,262,262,262,262,262,262
1892,2209,1718,1718,1091,1892,1718,2209,2209
10876,10559,10386,10559,10386,10559,10386,10876,10937
4871,4871,4532,4871,4524,4871,4524,4871,4871
185,185,185,185,185,185,185,185,185
393,393,314,393,314,471,471,751,393
820,820,820,820,820,820,820,1368,820
202,202,202,202,202,202,202,429,202
1131,1131,1148,693,1131,1131,1148,1324,1131
1587,1587,1587,1587,1587,1587,1587,2910,1587
5672,5843,5672,5672,5672,5672,5672,5971,5672
487,506,487,487,487,487,487,471,487
1016,1045,815,815,815,815,815,815,1045
3170,3170,2989,2989,2989,2989,2989,2989,3170
1164,1164,1164,906,1164,1164,906,1423,906
913,913,1191,913,913,913,963,1085,913
1916,1916,1916,1916,1916,1916,2236,2352,2352
402,402,402,402,402,402,402,402,741
808,808,808,808,808,808,808,808,808
536,536,790,536,790,790,790,642,1165
824,872,824,824,824,824,824,873,1514
367,558,414,367,367,414,414,391,558
3372,3372,3372,2903,3309,2903,2903,3061,3378
611,611,611,611,611,611,611,611,611
527,654,654,479,527,527,527,450,654
730,730,527,601,730,730,661,640,730
540,540,540,1388,540,540,540,3637,540
369,369,369,369,369,369,369,1393,369
342,342,342,342,342,342,342,721,342
242,242,477,477,477,477,477,1230,477
759,759,759,759,759,759,759,1082,759
515,515,314,314,515,314,314,314,392
2316,2474,2316,2135,2316,2135,2316,2135,2474
1567,1567,1567,1567,1567,1567,1567,2146,1894
968,968,968,968,968,968,968,968,968
672,672,672,672,672,672,672,2323,672
517,517,517,517,601,517,517,1379,601
669,669,669,669,669,669,669,669,669
549,549,549,549,549,549,549,1898,549
230,230,230,230,230,230,230,1139,230
2057,2057,2057,2057,2057,2057,2057,2057,2057
332,332,332,332,332,332,332,807,332
228,228,228,228,228,228,228,334,228
679,679,679,679,679,679,679,773,679
414,414,554,414,414,414,554,646,554
1091,1091,1091,1091,1091,1432,1091,1765,1091
785,787,785,785,785,846,785,846,787
1715,2372,1715,1715,1715,2125,1715,2457,2372
771,771,771,771,771,771,771,771,771
730,730,529,529,529,529,529,529,759
628,821,628,628,628,628,628,1329,628
2172,2172,2172,2004,2098,2336,2336,2336,2363
565,565,565,565,565,565,565,1143,565
686,686,1071,686,1071,1071,686,1410,686
410,410,410,410,410,410,410,1178,946
325,788,325,325,325,325,325,958,325
915,915,915,915,915,915,915,915,915
577,577,577,577,577,577,577,1311,577
1583,1583,1504,1496,1583,1504,1583,1496,1876
604,604,604,604,604,604,604,1965,604
781,666,666,666,666,666,666,465,781
1709,1911,1709,1709,1763,1709,1709,2463,1763
595,1004,595,595,1004,406,595,1268,1169
1143,1653,1143,1143,1143,1143,1143,1817,2396
1257,1257,1257,1257,1257,1257,1257,1257,1257
1619,1619,1619,1619,1619,1619,1619,1619,1619
865,1324,865,712,793,865,793,761,1324
1242,1242,879,721,1242,879,879,540,1242
1307,435,435,1307,1307,435,435,2374,1307
462,462,462,462,462,462,462,462,462
1879,1879,1879,1879,1879,1049,1879,2249,1879
314,1044,314,314,1044,314,314,1618,314
1254,1254,1254,1254,1254,1254,1254,1480,1606
394,394,394,394,394,394,394,2217,1276
1003,970,970,970,970,970,970,866,970
1048,1048,1048,1048,1048,1048,1048,912,1048
322,322,375,344,322,344,375,670,302
759,759,759,759,759,759,759,1056,759
1632,1752,1752,1632,1752,1632,1804,1736,1632
1288,1036,1288,1288,1288,1036,1288,1756,1288
2563,2563,2563,2563,2687,2563,2563,3691,2281
325,325,325,325,325,325,325,3372,325
1913,1156,3010,3010,3010,3010,3010,3302,3010
542,362,542,542,542,542,542,1016,324
504,1549,1602,1923,1021,1021,1712,2188,1712
870,870,870,870,870,870,729,1076,870
1188,1188,1188,1188,1188,1432,1188,1446,1188
786,786,786,786,786,722,722,592,722
1104,1104,1104,1104,1104,1104,1104,2469,1104
1237,1237,1237,1397,1397,1237,1237,1269,1397
616,616,616,616,616,616,616,2064,616
1816,1549,1549,1549,1586,1816,1586,1977,1549
3037,3037,2842,2817,2817,3171,3037,3081,2817
2045,2392,2392,2045,2045,2392,2045,2284,2045
1467,1467,1467,1467,1467,1467,1467,2045,2045
784,909,909,909,784,909,784,1340,1066
1003,1003,1003,305,305,1003,1003,1166,1003
504,495,504,504,504,504,504,796,495
177,177,177,177,177,177,177,1068,177
2297,1674,1674,2297,2398,2297,1674,2536,2531
1189,1280,1189,311,1280,1189,1189,1280,311
4824,4762,4762,5274,4824,4762,4824,5592,4824
805,814,814,872,805,1652,805,1909,814
1127,2288,1127,644,1127,1127,1063,1127,835
3407,3407,2363,2363,2417,748,2363,2363,2472
1194,1194,824,1194,1194,1067,1194,856,1019
1968,3333,1462,1009,1968,1637,1637,779,1009
3493,3641,1796,742,1955,1914,3493,963,1699
3831,3831,3501,1804,3501,3831,3831,983,3831
1795,1795,1795,1795,1746,1795,1795,1795,1795
2491,2491,2491,2491,2491,2583,2491,2250,2491
357,357,357,686,417,357,357,536,686
1759,1759,1759,1759,1759,1759,1759,1759,1759
3199,3199,3199,3199,3199,3199,3299,3378,3199
826,784,784,826,826,784,784,1050,826
356,462,356,462,462,356,356,462,356
587,371,566,408,524,640,640,227,566
442,442,442,442,442,442,442,442,442
1822,1822,1184,2043,1184,1822,1822,2906,1822
1553,1495,1553,590,590,920,1298,1199,1553
474,887,887,474,474,887,474,474,474
684,877,877,684,684,803,684,298,684
449,586,798,332,586,735,449,735,449
687,965,965,687,687,1059,965,1059,687
1449,1449,1449,1449,1449,1840,1449,1840,1449
972,972,972,766,972,972,918,972,972
2325,2325,2319,2325,2325,2319,2325,2325,2325
889,1383,889,455,1383,1383,1318,1383,1079
514,514,538,514,514,538,514,519,514
584,632,584,584,632,584,584,633,584
1361,990,990,990,990,990,990,3136,990
548,316,567,548,548,316,567,673,316
1025,1025,1025,1025,1025,1025,1025,1025,1025
2444,2655,2385,2204,2444,2543,2204,2204,2385
702,702,702,702,702,702,702,702,702
476,476,697,476,388,897,476,1390,388
548,548,548,548,548,548,548,1188,548
748,748,748,748,748,748,748,2703,748
696,533,533,533,533,533,533,1656,533
1928,1411,1411,1928,1928,1411,1928,2672,1928
1094,1094,1094,1094,1094,1094,1094,1569,1094
1029,497,497,1029,1029,1029,1029,2463,1029
3977,3977,3723,3723,3977,3723,3977,4094,3723
302,302,302,302,302,302,302,649,302
1675,1675,1675,1675,1675,1675,1675,2088,1944
3410,3410,3410,3410,3410,3410,3410,3410,3410
835,835,869,869,835,869,869,1580,835
756,756,756,756,1056,756,756,1430,756
2021,2021,2021,2021,1704,1233,1704,2021,2021
493,493,493,493,493,493,493,493,493
324,384,324,324,324,324,324,453,324
483,683,483,483,683,483,483,879,683
788,788,788,788,788,788,788,881,788
1174,1174,842,842,1174,842,1125,1174,1125
1141,1826,1102,1053,1053,1102,1102,1391,1102
813,813,813,1337,813,813,813,1250,813
495,495,495,495,495,495,495,601,495
307,307,307,307,307,307,307,307,307
384,384,384,384,384,628,384,647,384
757,757,757,757,757,757,757,757,757
495,495,726,495,495,726,495,1316,495
2435,1881,1881,1881,1881,2435,1881,2693,1881
384,384,384,384,384,384,384,384,384
408,408,408,408,408,408,408,408,408
712,712,712,712,712,712,712,1021,712
564,564,363,363,363,363,564,363,564
297,297,297,297,297,297,297,708,297
513,513,513,513,513,513,513,1375,513
1607,1607,1607,1607,1607,1607,1607,1608,1607
1808,1808,1785,1808,1808,1808,1808,2425,2338
572,572,572,572,572,572,572,2043,572
1591,1591,1591,1591,1650,1591,1591,1890,1857
561,561,561,561,561,561,561,1319,1319
1154,1294,720,1154,1255,1154,720,1393,1294
651,651,674,651,674,651,651,933,854
739,739,739,739,739,739,739,2043,739
692,692,692,692,692,810,692,1040,957
673,673,673,673,673,673,673,1581,673
1234,1234,1234,1234,1234,1234,1234,3381,1234
479,479,479,479,479,479,479,479,479
415,415,415,415,415,415,415,415,415
329,329,329,329,329,329,329,524,329
630,630,630,630,630,630,630,1041,743
362,362,362,362,479,362,362,765,362
498,498,498,403,498,403,403,847,498
361,361,361,361,361,361,361,670,361
246,246,246,246,246,246,246,246,246
529,529,529,529,529,529,529,529,673
381,411,381,381,381,381,381,288,411
1188,1188,1188,1188,1255,1188,1188,1294,1188
637,637,637,637,637,637,637,2814,637
269,269,269,269,269,269,269,316,425
515,515,515,515,515,515,515,2114,515
444,444,444,444,444,444,444,444,444
427,427,427,427,427,427,427,1790,427
476,476,476,476,476,476,476,476,476
788,788,788,788,788,788,788,1530,788
636,636,636,636,636,636,636,747,636
1706,1706,1706,1706,1706,1706,1706,2872,1706
894,894,1566,1669,894,1566,1566,2633,894
4387,4387,4387,4387,4387,4387,4387,4818,4387
1475,1475,1475,1667,1475,1667,1475,2300,1475
