best,average,diversity
868.6607142857143,882.0472567287784,0.9656146424463719
868.6607142857143,879.9386387163561,0.9644463226255556
868.6607142857143,881.0435041407868,0.9630303879030228
868.6607142857143,880.1744565217392,0.9616673328059574
868.6607142857143,879.7920807453415,0.961509403245827
868.6607142857143,879.9652173913043,0.963040104068641
868.6607142857143,879.0646739130435,0.9641526525638844
868.6607142857143,878.6867494824016,0.964299865780289
868.6607142857143,878.0783902691511,0.9638363887198658
868.6607142857143,882.5296583850931,0.9647984996063274
868.6607142857143,879.7219979296066,0.9641755037057796
868.6607142857143,884.6108954451345,0.962731126528719
868.6607142857143,881.7491459627329,0.9634326515259328
868.6607142857143,878.8240942028986,0.9657607112805755
868.6607142857143,880.9812629399586,0.9616738699131905
868.6607142857143,881.9735507246377,0.9613974968091414
868.6607142857143,883.050698757764,0.9659960894131214
868.6607142857143,879.9265010351968,0.9642914737026758
868.6607142857143,880.8437629399585,0.9629055627539471
868.6607142857143,880.7918219461698,0.964098503105521
867.7950310559006,882.2576604554865,0.9662317913259154
867.7950310559006,885.7180900621117,0.9675389717160059
867.7950310559006,882.5578674948241,0.9692738480566749
867.4829192546584,881.504761904762,0.9678511145438102
867.4829192546584,879.7593167701864,0.9671097684723238
867.4829192546584,878.5470238095238,0.9659428781466441
867.4829192546584,879.4693581780539,0.9605457192851242
867.4829192546584,881.5851966873706,0.9667766929405348
867.4829192546584,881.3776397515528,0.9659898392676718
867.4829192546584,880.3182971014493,0.9663156228149278
867.4829192546584,880.0321169772257,0.9689230671194755
867.4829192546584,878.5301501035196,0.9717332166911354
867.4829192546584,877.5224120082815,0.9691093717656984
867.4829192546584,882.5228260869566,0.9710208660437976
867.4829192546584,883.8378623188405,0.9696743276542841
867.4829192546584,882.8586956521739,0.9681261548320019
867.4829192546584,881.6549689440994,0.9667132652206547
867.4829192546584,883.5345238095238,0.9663434648480909
867.4829192546584,882.2626811594203,0.9674260518154205
867.4829192546584,880.7114130434783,0.9667880462570213
867.4829192546584,882.2611801242236,0.9658494414583988
867.4829192546584,883.4900103519668,0.9678779358154694
867.4829192546584,883.2329192546584,0.9676203633232573
867.4829192546584,882.6454192546585,0.9681128693826722
867.4829192546584,881.4000258799172,0.9646473005446172
867.4829192546584,880.282013457557,0.9648150368955981
867.4829192546584,881.6110507246377,0.9658057161148905
867.4829192546584,878.0620341614907,0.9622268338250272
867.4829192546584,881.2808747412008,0.9633033798796913
867.4829192546584,880.0841873706005,0.9673807083279782
867.4829192546584,880.9329192546585,0.9680798270204727
867.4829192546584,878.922748447205,0.9654859781818967
867.4829192546584,881.2933488612837,0.9669930207941616
867.4829192546584,880.3078933747413,0.9659027722396512
867.4829192546584,885.1013975155279,0.9677895018382479
867.4829192546584,883.6478519668738,0.9656289055972542
867.4829192546584,881.6292443064182,0.9672068953487212
867.4829192546584,882.1154761904762,0.963893561925623
867.4829192546584,881.2861801242236,0.9609971703278423
867.4829192546584,879.1779244306418,0.9666317456031315
867.4829192546584,878.7064182194616,0.9659285262825854
867.0225155279503,879.9070910973085,0.9660183646836042
867.0225155279503,879.5521221532091,0.9637418327551553
867.0225155279503,881.8101708074535,0.9633638777923017
867.0225155279503,880.8472049689441,0.9655025829837242
867.0225155279503,882.8809265010352,0.962391519355883
867.0225155279503,880.4396739130435,0.9643981938006876
867.0225155279503,880.2426759834368,0.9684170382612718
867.0225155279503,878.0774585921324,0.9667373374818835
867.0225155279503,880.2454192546585,0.9634384452177729
867.0225155279503,878.185248447205,0.9647138687837522
867.0225155279503,879.017986542443,0.9642761293301467
867.0225155279503,880.3538561076605,0.9674350842712668
867.0225155279503,879.6775879917185,0.9675057174296742
867.0225155279503,882.0003105590062,0.9695620450688673
867.0225155279503,882.8569358178054,0.9704054987368942
867.0225155279503,880.0537525879918,0.9676416949042936
867.0225155279503,879.688923395445,0.9659968726945409
867.0225155279503,879.3965579710145,0.963981571176499
867.0225155279503,880.0378623188406,0.9665404855952742
867.0225155279503,882.6906832298137,0.9642290186936306
867.0225155279503,883.4673913043479,0.9639312722267449
867.0225155279503,879.8968944099379,0.9602043775174185
867.0225155279503,884.0618788819876,0.962475412647531
867.0225155279503,886.1681418219462,0.9695009995440748
867.0225155279503,884.6436594202899,0.9637162188850734
