PopulationProportionate,UniformRandom,Uniform,GA (1 week),GA (1 year),Random,AllCityCenter,MA,SLS
295,295,295,295,295,295,295,295,295
2815,2751,2911,2548,2548,2815,2264,2751,2449
2024,2297,2297,2024,2024,2297,1215,2297,2024
451,451,451,451,451,451,451,451,451
552,552,552,552,552,552,552,552,545
1248,1248,1248,1248,1248,1248,860,1248,1248
1334,1334,1334,1334,1334,1334,1134,1334,1334
760,985,1116,760,760,760,897,760,760
686,686,778,686,686,686,686,686,686
1908,1908,2339,2089,1908,2148,1908,1908,1908
378,575,958,378,435,435,450,378,450
1227,1529,1725,969,1222,1466,883,1222,1222
501,501,501,501,501,501,2434,501,501
317,466,606,317,317,606,1060,606,317
629,824,824,629,629,824,824,824,824
1705,1705,1705,1705,1705,1705,2180,1705,1705
322,552,322,322,322,405,322,322,322
296,296,296,296,296,296,357,296,296
1873,1979,1979,1873,1979,1873,1979,1979,1979
496,685,1053,496,496,993,1005,685,685
461,461,461,461,461,461,461,461,461
1091,1208,1208,1208,1091,1091,1494,1208,1091
1026,1026,1294,1026,1026,1026,1456,1026,1026
1462,1462,1462,1462,1462,1462,1683,1462,1462
811,811,1079,811,1079,811,1241,811,1079
262,262,262,262,262,262,262,262,262
288,288,288,288,288,288,1071,288,288
576,576,547,547,576,886,886,576,576
1259,1259,1259,1259,1259,1259,4266,1259,1259
3593,4066,3521,3593,3593,3593,3490,3490,3490
1067,1503,1503,1133,1146,1146,1068,1503,1133
423,423,2063,423,857,423,1351,423,857
886,1100,1100,1020,1020,1100,1037,1100,1020
482,1148,1148,1139,1139,1139,1224,1139,1139
464,464,464,464,464,464,2403,464,464
924,924,924,924,924,924,1480,1042,924
1093,1093,730,1093,730,1243,2222,1093,1093
905,905,1080,905,946,905,1080,905,946
420,420,420,420,420,420,420,420,420
662,662,662,662,662,1354,1928,1354,662
1056,1056,1056,1056,1056,1056,1787,1136,1056
548,548,548,548,548,548,595,548,548
752,752,752,752,752,752,914,752,803
1324,1324,1324,1324,1324,1324,2508,1324,1324
369,369,369,369,369,369,1231,369,369
797,797,797,797,797,797,1146,797,797
1968,1183,1968,1183,1183,1183,2885,1183,1183
811,811,811,811,811,811,3317,811,811
706,706,706,706,706,706,878,706,706
276,276,276,276,276,276,323,276,323
595,595,595,595,595,595,751,595,595
294,294,294,294,294,294,294,294,294
527,527,527,527,527,614,824,527,527
1160,1160,1160,1160,1160,1160,2274,1160,1160
387,387,387,387,387,387,1158,387,471
538,538,538,538,538,538,1202,538,538
308,308,308,308,308,308,1709,308,308
999,950,999,950,950,999,1577,950,950
808,808,808,808,808,808,2146,808,808
562,562,562,562,562,562,930,562,562
658,658,949,658,658,949,658,658,658
605,605,1016,605,605,1016,1016,1016,605
944,944,960,605,605,960,944,605,605
398,720,898,504,504,898,504,504,504
551,551,551,551,551,754,833,569,551
1134,1199,1398,1199,1134,1505,1134,1199,1134
203,203,203,203,203,203,759,203,203
713,727,727,727,713,727,713,727,713
529,529,739,529,529,529,604,529,739
1490,1490,1490,1143,1490,1490,1490,1490,1490
556,556,556,556,556,556,556,556,556
2166,2166,2088,2088,2166,2088,2088,2166,2093
1005,1005,1005,1005,1005,1005,2202,1005,1005
558,558,558,558,558,558,2716,558,558
797,797,797,1017,1017,797,1725,797,797
779,683,683,779,779,683,683,779,779
320,320,320,320,320,320,540,320,320
193,193,374,193,193,374,193,193,193
328,328,509,328,328,509,328,328,328
821,922,843,821,821,843,821,821,821
585,585,781,585,585,781,871,585,585
4203,4203,4203,4203,4203,4203,4329,4203,4203
1590,1590,1590,1590,1590,1590,1915,1590,1590
515,515,742,515,515,742,742,515,515
475,475,475,475,475,475,1161,475,475
1559,939,939,1559,1559,939,3097,939,1559
426,426,426,426,426,426,1822,426,426
1390,1390,1390,1390,1390,1390,2279,1390,1416
1470,650,650,650,650,650,2601,650,650
379,379,379,379,379,379,620,379,720
314,314,314,314,314,314,915,314,314
1412,1412,1412,1412,1412,1412,1412,1412,1412
1317,332,332,1294,1294,1294,2298,1294,332
252,252,252,252,252,252,252,252,252
1580,1580,1580,1580,1580,1580,3725,1580,1580
406,374,374,608,406,406,657,406,406
567,567,567,567,567,567,1098,567,880
806,806,806,821,821,821,1139,821,806
1407,1407,1407,1407,1407,2041,2270,2041,1407
883,883,883,1254,1254,883,1718,883,1254
2169,1444,1444,1752,1752,1752,2307,1752,1444
1952,1930,1930,1952,1952,1952,1952,1952,1952
1467,850,850,850,850,850,2273,850,850
224,224,224,224,224,224,224,224,224
362,362,362,583,583,362,1354,362,362
458,458,458,458,458,458,536,458,458
757,757,757,757,757,757,932,757,757
663,663,663,663,663,663,2262,663,663
631,631,631,631,631,631,935,631,631
250,250,250,250,250,250,250,250,250
525,617,617,525,525,617,525,525,525
2629,826,826,1807,1807,1806,3376,826,1806
417,417,417,417,417,417,1443,417,417
687,687,687,687,687,687,751,687,687
840,840,840,840,840,840,759,840,840
360,360,360,360,360,360,360,360,360
655,655,655,655,655,655,1283,655,655
689,689,689,689,689,689,1110,689,689
394,394,394,394,394,583,1256,583,394
632,632,632,632,632,632,599,632,632
467,648,648,467,467,648,467,467,467
237,237,237,237,237,237,3019,237,1471
458,513,572,458,458,572,458,458,458
458,515,515,458,458,515,618,458,458
977,977,977,977,977,977,1786,977,923
211,451,451,451,392,451,211,392,211
232,232,232,232,232,232,232,232,232
735,735,735,735,735,758,1244,758,735
399,399,399,399,399,399,552,399,399
2334,737,737,2052,2052,737,3134,2052,1895
1216,1311,1311,1216,1216,1311,1541,1311,1216
1085,1085,1085,1085,1085,1085,1397,1085,1085
285,285,285,285,285,285,828,285,517
328,328,328,328,328,328,967,328,328
431,431,431,431,431,431,431,431,431
247,247,247,247,247,247,710,247,247
128,128,128,128,128,538,831,128,538
80,80,490,80,80,737,822,80,490
315,315,315,315,315,315,315,315,315
1127,1308,1419,1127,1127,1419,1127,1127,1127
557,557,557,557,557,557,1157,557,961
344,344,344,464,344,718,513,344,344
1568,1568,1568,1568,1568,1568,1971,1568,1568
3518,3518,3518,3518,3518,3518,3579,3518,3518
345,716,716,771,1025,345,1180,716,1089
670,670,670,670,670,670,1642,670,670
1252,464,464,516,516,1252,2468,1252,464
929,929,929,929,929,929,1014,929,929
532,532,532,1007,1007,1007,1007,1007,1007
681,681,681,681,681,681,1666,681,681
800,800,926,926,926,926,848,926,926
294,814,1262,814,454,1262,454,454,454
500,500,899,500,500,638,995,500,500
492,492,492,492,492,492,1111,492,492
1504,1744,1504,1744,1744,1843,1504,1744,1504
1398,1594,1594,1594,1494,1594,1691,1594,1594
939,939,939,939,939,1209,1517,939,939
443,443,659,443,443,659,443,443,443
1073,1365,1313,1073,1073,1313,1073,1073,1073
390,390,390,390,390,390,1018,390,390
1020,1178,1178,1079,1079,1020,839,1020,839
2101,2188,2055,2101,2101,2055,2398,2101,2101
243,243,243,243,243,243,243,243,243
713,713,713,713,713,713,1894,713,713
986,1053,1105,986,986,1105,1105,1053,986
271,271,271,271,271,271,1114,271,271
617,617,617,617,617,640,1290,617,617
732,732,732,732,732,732,1489,732,732
787,787,787,787,787,787,1433,787,787
695,695,695,695,695,890,1186,695,890
577,577,577,577,577,577,3446,577,577
859,859,883,883,1280,859,1760,859,1305
656,810,656,656,656,1345,814,656,810
437,437,437,437,437,437,1111,778,437
743,743,743,743,743,743,1011,743,743
521,521,521,521,521,521,2454,521,521
617,617,612,617,651,612,744,617,617
566,566,598,566,566,598,849,800,566
923,923,923,472,472,923,1196,923,923
472,472,472,923,923,857,1753,472,472
2595,2595,1765,2067,1765,2595,2914,2067,2595
835,835,835,835,835,835,835,835,835
1452,1466,1466,1466,1452,1466,1452,1452,1452
794,1218,995,1218,995,1218,1557,794,995
607,607,607,607,726,607,1041,607,726
439,487,439,487,439,439,667,585,439
1166,1166,1166,1166,1166,1166,1167,1166,1166
495,495,495,495,495,495,1357,495,495
1764,1764,1764,1764,1764,1764,2773,1764,1764
541,541,541,541,541,541,696,541,541
572,572,572,572,572,572,654,572,572
533,533,533,533,533,340,690,533,533
483,483,483,483,761,483,712,483,761
2710,2710,2710,2710,2710,3232,3027,2710,2710
796,796,796,796,796,796,796,796,796
994,994,994,994,994,994,1438,994,994
1240,1064,225,1064,225,1240,2169,1064,1064
1199,616,616,616,616,616,1770,616,616
428,617,617,617,617,1009,515,428,617
713,713,713,713,713,713,1347,1013,713
697,697,697,697,697,697,1560,697,697
382,382,382,382,382,382,2016,382,382
562,751,562,562,562,562,1424,562,751
799,799,799,799,799,799,1980,799,799
1324,1324,1324,1324,1324,1324,1324,1324,1324
278,278,278,278,278,278,278,278,278
975,1284,975,975,975,975,853,975,1284
1023,1023,1023,1023,1023,1023,1072,1023,1023
377,377,556,556,556,377,1327,377,556
566,566,566,566,566,1315,1629,1315,1508
490,671,671,671,490,671,490,490,490
506,701,701,506,506,701,553,506,553
396,396,454,396,454,396,454,396,454
744,744,744,744,744,744,1345,744,744
429,429,429,429,429,429,2362,429,429
635,635,856,856,856,635,1514,635,856
524,713,524,524,524,524,1386,524,713
262,262,262,262,262,262,489,262,262
378,378,378,378,378,378,378,378,378
748,748,748,748,748,1282,1326,748,748
689,689,689,689,689,689,1363,1030,689
521,521,521,521,521,521,1564,521,521
2102,857,857,857,857,857,2964,857,2102
1221,1221,1221,1221,1221,1221,1845,1221,1221
686,686,686,686,686,686,1161,686,686
391,391,391,391,391,391,1253,391,414
1466,701,701,701,701,1380,1875,701,1466
637,637,637,637,637,749,1323,749,837
734,734,734,734,734,734,1353,734,734
1393,1393,1393,863,808,1393,1563,863,1393
388,388,388,388,388,388,390,388,388
847,847,988,847,988,847,1194,847,988
615,615,615,615,615,615,1147,615,615
319,319,319,319,319,319,319,319,319
460,460,460,460,460,1120,1694,1120,1402
422,422,422,422,422,422,559,422,422
1134,1134,1134,1134,1134,1134,1372,1134,1134
646,646,646,646,646,646,2042,646,646
1213,1213,1213,1228,1213,1213,1733,1228,1213
706,706,706,706,706,706,1569,706,706
571,571,571,571,571,571,731,571,571
436,436,436,436,436,436,1351,436,436
341,341,446,446,341,446,568,341,446
875,875,875,818,818,875,890,818,818
832,937,937,937,937,937,1059,937,937
579,579,612,579,523,579,612,579,523
509,509,509,509,509,509,1288,509,668
790,790,790,790,790,790,3049,790,790
448,448,448,448,448,560,922,560,448
1869,1869,1869,1869,1869,1869,2424,1869,1869
1025,1025,1025,1025,1025,1025,3030,1025,1025
212,212,212,212,212,609,600,212,212
425,425,606,425,425,606,425,425,425
2492,1229,1229,1229,1229,1229,2492,1229,1327
372,372,372,372,372,372,1249,372,844
349,349,349,349,349,467,578,349,467
559,559,559,559,559,559,559,559,559
1464,1298,1298,1298,1298,1464,2654,1464,1298
371,371,371,371,371,371,2002,371,371
349,349,349,349,349,349,1878,349,349
593,593,593,593,593,593,940,593,593
527,527,527,527,527,527,621,527,527
488,488,488,488,488,488,535,488,488
332,332,332,332,332,332,264,669,332
1527,1527,1527,1527,1527,1605,1605,1527,1527
752,752,752,777,752,777,778,777,752
1682,1682,1682,1682,1682,1682,1950,1682,1682
1235,1235,1235,1235,1235,1235,1235,1235,1235
352,352,352,352,352,352,691,352,352
314,314,314,314,314,314,845,314,627
309,309,309,309,309,309,1037,309,435
512,301,301,512,512,301,3086,301,512
1796,1262,1262,1634,1634,1262,3498,1262,1768
147,147,147,147,147,147,147,147,147
768,768,768,768,768,768,2367,768,768
482,482,482,482,482,482,1748,482,482
525,525,855,525,525,855,936,525,525
631,631,631,631,631,631,1044,631,900
1658,820,820,820,820,820,2692,820,820
473,473,473,473,473,473,998,473,473
411,411,411,411,411,411,411,411,411
733,733,733,1167,733,733,1476,733,733
332,332,332,332,332,332,743,332,332
438,438,438,438,438,438,510,438,438
979,979,979,1024,979,1024,1341,1024,979
1521,1521,1638,1638,1638,1652,1769,1638,1521
363,363,363,363,363,363,363,363,363
1023,1023,1023,1023,1023,1023,1024,1023,1023
726,726,726,726,726,681,912,726,726
1477,1477,1477,1477,1477,1725,1685,1477,1477
3491,3491,3492,3491,3491,3492,3492,3491,3491
1119,1382,1804,1363,1119,1804,1382,1382,1363
714,714,1535,1091,714,1128,1091,714,714
211,859,913,211,211,913,211,211,211
1348,528,528,528,528,1100,1694,1100,528
834,834,834,834,834,1132,1132,834,834
318,489,735,318,318,795,318,489,318
425,625,625,625,625,876,1064,625,625
626,693,693,745,745,732,745,745,745
551,551,883,551,551,938,1139,551,938
475,475,475,475,475,475,823,475,475
431,431,431,431,431,1053,816,431,431
296,296,296,296,296,296,296,296,296
594,1329,1329,594,594,1329,1985,594,594
950,950,950,950,950,950,2233,950,950
621,621,621,621,621,621,875,707,621
634,634,634,634,634,634,634,634,634
1379,1379,1379,1379,1379,1379,1888,1379,1379
1043,486,486,486,486,1043,2428,1043,486
235,235,235,235,235,235,1084,235,235
735,1620,1620,735,735,1620,2429,735,735
1269,1269,1450,1269,1269,1450,1269,1269,1269
1691,1691,1691,1691,1691,1903,1973,1691,1691
413,413,413,413,413,413,1177,413,654
360,738,699,360,360,360,641,360,360
399,629,629,600,600,399,399,600,399
836,282,836,282,282,836,1202,836,282
811,811,811,811,811,811,2008,811,811
1630,683,683,683,683,683,3552,683,683
1197,1197,1197,1197,1197,1197,1197,1197,1197
1051,1051,1051,1051,1051,1677,2232,1051,1051
1236,1236,1236,1236,1236,1236,1906,1236,1236
624,624,624,624,624,624,643,624,624
993,802,802,708,708,802,1484,708,708
532,532,532,532,532,532,1394,532,532
902,1035,1035,902,902,1035,1374,632,1035
351,351,351,351,351,351,351,351,351
828,828,828,828,828,828,1502,828,828
534,534,694,534,534,694,1197,534,694
428,387,428,387,387,562,562,387,387
1462,1179,1462,1462,1462,1462,1433,1462,1179
539,720,539,539,539,779,539,539,539
614,1048,1205,614,614,1205,816,614,614
814,814,814,814,814,678,664,814,814
589,589,589,589,589,589,1190,589,589
719,719,719,719,719,719,1332,719,469
1237,1237,1237,1237,1237,1237,1674,1237,1237
738,738,738,744,738,865,1002,744,738
453,453,453,453,453,613,613,453,453
570,626,626,570,570,626,909,570,626
915,915,915,915,915,915,1628,915,915
712,805,805,712,805,805,466,712,805
477,477,477,477,477,451,1340,451,477
419,419,419,419,419,419,1147,419,545
922,922,922,922,922,922,1261,922,922
207,207,207,207,207,207,3142,207,207
2360,206,206,206,206,206,3141,206,206
367,367,367,367,367,367,697,367,367
516,516,516,720,516,516,1277,516,516
420,420,420,843,420,420,1297,420,843
766,766,766,766,766,766,834,766,766
576,576,576,576,576,576,576,576,576
530,530,530,530,530,530,1769,530,530
1722,1386,1386,1386,1386,1386,2056,1386,1377
323,323,323,323,323,323,670,323,323
895,951,951,951,951,872,1042,951,872
889,889,889,889,889,889,1099,889,802
905,905,905,905,905,905,1034,905,905
330,526,526,526,526,526,623,526,526
424,424,424,424,424,838,493,493,424
409,725,725,725,725,570,725,725,725
417,844,844,844,631,631,417,844,631
790,790,790,822,790,790,938,790,822
827,827,827,827,827,827,608,827,827
325,328,328,328,325,328,554,328,325
1982,1394,1394,1394,1394,1982,2974,1982,1394
405,405,926,405,405,945,892,405,405
1002,1002,1224,1193,1002,749,1224,1002,1224
460,460,460,738,460,460,1157,460,460
348,858,858,704,348,858,972,704,348
573,1348,1348,1348,1348,1348,911,573,573
635,674,674,674,674,674,674,674,674
721,721,721,721,654,654,721,721,721
1301,1646,1050,1252,1252,1252,1301,1550,1646
1243,1306,1335,1335,1243,1243,1243,1611,1243
1574,2688,2489,1574,2444,2551,2435,2593,2444
681,1414,681,1414,681,1414,2274,1414,681
656,656,656,656,656,656,1306,656,656
469,469,469,469,469,650,469,469,469
420,420,420,420,420,502,420,458,420
376,613,849,304,304,613,304,304,304
942,1251,1595,843,1039,1251,603,843,1039
2382,2382,2382,2382,2382,2382,2357,2382,2382
625,625,625,523,625,629,729,625,625
834,834,1323,1378,1365,1442,1358,780,834
380,380,380,380,380,380,380,380,380
1324,1413,1313,1324,1324,1324,1507,1475,1413
792,658,767,720,658,658,767,720,658
592,592,592,592,592,592,2229,592,592
773,822,773,996,773,996,1400,822,773
592,592,592,592,592,592,592,592,592
369,550,550,369,369,550,369,369,369
529,529,749,749,749,529,1370,529,749
954,954,1339,954,1235,954,1261,954,954
956,956,956,956,956,956,957,956,956
324,324,324,324,324,324,799,324,324
3879,3879,3879,3879,3879,4697,5011,4697,4890
505,505,505,505,505,505,505,505,505
1452,1452,1452,1452,1452,1452,1499,1452,1499
849,850,850,849,850,849,850,850,850
718,718,718,718,718,718,1065,718,718
1657,1897,1897,1657,1657,1657,1657,1657,1657
449,828,661,449,449,449,788,449,661
811,898,898,898,898,898,811,898,811
430,549,430,430,430,430,549,430,430
974,974,1313,974,1313,1313,1313,974,1313
696,696,740,319,696,740,696,696,696
1298,1298,1298,1298,574,1298,1686,1298,574
2337,2337,2337,2337,2337,2337,5330,2337,2337
820,821,820,820,820,820,821,820,820
585,585,585,585,585,585,929,585,585
2901,3141,3141,2901,2901,2901,2901,2901,2901
327,523,523,327,523,327,620,523,523
911,1233,1411,911,1186,1186,1017,1017,1017
4356,4547,4547,4116,4356,4356,4116,4356,4547
693,995,1094,463,693,693,782,693,693
3712,4021,4075,3712,3809,3712,3373,3809,4021
295,786,786,295,295,295,835,786,295
752,1304,948,796,964,964,752,948,752
819,820,819,819,819,819,820,819,819
646,646,646,646,646,646,2244,646,646
749,749,749,749,749,749,630,749,749
1704,1979,1810,1704,1810,1704,1810,1810,1810
1349,569,1349,569,569,569,2168,569,569
1222,1222,1222,1222,1222,1222,2698,1222,1222
267,507,267,267,267,267,267,267,267
1415,1631,1631,1596,1415,1415,1415,1631,1415
839,839,839,839,839,839,1122,871,839
605,605,605,605,605,605,1477,605,605
821,821,821,821,821,821,822,821,821
444,444,444,444,444,444,2315,444,444
668,668,668,668,668,668,1098,668,668
841,841,841,841,841,841,1447,841,841
697,903,697,697,697,697,1167,697,903
756,756,756,756,756,756,936,756,756
1309,1309,1309,1309,1309,1579,2980,1309,1309
1048,1048,1048,1048,1048,1048,3999,1048,1048
666,666,666,666,666,666,666,666,666
344,522,522,522,344,344,750,522,344
887,887,887,887,887,887,820,887,887
640,640,640,640,640,640,861,640,640
503,503,503,503,503,503,1046,914,503
424,424,662,424,426,424,426,424,426
447,447,447,447,542,542,891,542,447
1725,654,654,654,654,902,2825,654,902
841,841,841,841,841,1240,1554,841,841
803,803,803,803,803,803,2494,803,803
482,482,482,482,482,482,711,482,482
1088,893,893,1142,1088,1088,1153,893,1142
833,833,833,833,833,833,918,988,833
175,175,175,175,175,175,175,175,175
922,1126,1126,1126,922,922,1238,1126,922
307,397,487,307,307,417,307,417,307
821,1097,1378,978,1040,1301,978,1301,978
206,370,370,370,370,370,206,370,370
646,895,1301,847,847,1301,646,1179,847
340,340,340,340,340,340,882,340,340
1646,256,256,1490,1490,256,2903,256,1490
663,890,890,663,687,890,754,890,687
2588,2588,2588,2588,2588,2588,2588,2588,2588
369,983,1227,549,549,1153,430,983,549
1369,1369,2103,1801,1369,1801,1498,1498,1498
1800,2554,2554,2257,1897,2554,1897,1897,1897
696,1058,1220,962,908,1220,260,908,696
508,508,702,508,508,702,702,508,508
1825,1993,1993,1993,1993,1993,2174,1993,1993
1860,1860,1860,1860,1860,1860,2869,1860,1860
827,972,972,972,972,972,908,972,972
913,913,913,913,913,913,913,913,913
567,567,567,567,567,567,1313,567,567
2192,2192,2192,2615,2192,2192,3069,2192,2382
681,518,924,628,764,924,497,764,628
470,918,918,806,918,918,403,918,806
434,728,814,728,728,814,344,786,786
765,765,765,765,765,765,3668,765,765
539,539,539,539,539,539,306,539,539
1244,1244,1244,1244,1244,1244,1244,1244,1244
1579,2036,2652,1773,1773,2036,1084,1773,1787
753,753,753,753,753,753,690,753,753
2428,3271,3271,2428,2428,2781,1624,2428,2781
1034,1034,1034,1034,1034,1034,1034,1034,1034
4622,4622,4622,4622,4622,4622,4622,4622,4622
1348,1348,1348,1348,1348,1348,1348,1348,1348
589,589,589,589,589,589,589,589,589
2530,2530,2530,2530,2530,2530,2530,2530,2530
2378,2378,2378,2378,2378,2378,2378,2378,2378
4984,4984,5005,4984,4984,5005,4984,4984,4984
484,484,484,484,484,484,484,484,484
3948,4195,4195,4195,4195,3948,3107,4195,4195
973,973,973,973,973,973,973,973,973
2477,2477,2477,2477,2477,2477,2259,2477,2477
4976,7209,7290,7290,7290,7209,4501,7209,7055
3842,4066,4066,4066,4066,4066,1312,4066,4066
4048,4048,4048,4048,4048,4048,1017,4048,4048
663,663,663,663,663,663,663,663,663
2345,2434,2434,2345,2345,2434,2455,2434,2345
3037,2956,2721,2956,2956,2721,3184,2721,2721
638,977,977,638,638,811,977,977,638
370,370,489,370,370,370,442,370,370
1618,1480,1066,1066,1066,1480,3540,1066,1558
500,967,967,967,967,500,1011,967,967
1217,378,378,378,378,378,2246,378,378
