UniformRandom,Uniform,GA (1 year),MA,PopulationProportionate,AllCityCenter,GA (1 week),Random,SLS
4073,4073,4073,4073,4073,4073,4073,4073,4073
466,466,466,2372,1304,2432,466,2372,466
2372,3333,2372,3281,1968,779,2372,1491,2269
3115,3261,2261,1554,2143,592,2261,2290,2245
1608,1608,1608,2313,1608,1608,1608,1608,1608
3011,3248,3248,3073,3073,3073,3248,3309,3011
4460,4273,4273,4273,4460,4181,4273,4273,4181
2006,2378,2367,2348,2052,2367,2367,2407,2367
3968,3968,3968,3230,3928,3928,3788,3062,3928
699,699,699,1982,699,699,699,699,699
244,735,735,735,244,435,735,612,439
1915,963,1915,1334,963,2434,1334,1334,963
1343,1428,1343,1403,1250,1034,1343,1651,1034
1093,1080,1044,1080,1080,1093,1080,1093,1080
3078,3137,3078,2981,3078,3106,3078,3071,3078
815,815,815,873,873,1461,815,873,815
1360,1360,1360,1771,1360,2103,1360,1771,1771
1746,1836,1836,1657,1531,2155,1836,1657,1657
652,652,652,792,652,1019,652,652,652
1507,1507,1729,1607,1507,1816,1729,1766,1507
519,519,519,1146,519,1381,519,519,519
684,1072,1072,1300,684,1365,1072,684,1072
484,484,484,484,484,777,484,777,484
1211,901,1211,1181,963,1488,963,901,901
796,796,1055,796,796,1105,1105,1105,1055
1116,1309,1309,1537,1116,1601,1309,1027,1309
502,502,502,502,502,1171,502,502,878
270,270,270,270,270,497,270,270,270
546,546,546,546,546,2032,546,546,546
1361,1361,554,554,1361,2248,554,1361,1361
2685,2685,2685,2685,2685,3427,2685,2685,2685
570,780,780,780,780,917,780,780,570
1850,1850,1759,1851,1850,1807,1850,1850,1851
1077,1077,1077,1077,1077,3320,1077,1077,1077
432,686,686,686,432,686,432,432,432
1983,2093,1983,1335,1335,2074,1335,1335,1983
997,1247,816,816,816,816,816,1054,816
907,1266,907,965,907,1105,907,965,907
1733,1650,1733,1650,1733,1997,1733,1733,1650
715,715,661,284,661,661,661,715,661
1320,1320,1320,1320,1303,1320,1320,1320,1320
2010,2010,2010,2010,2010,3927,2010,2010,2010
957,957,957,957,957,1488,957,957,1270
931,931,931,931,931,1859,931,931,931
1067,1067,1067,1084,1044,1044,1067,1479,1044
928,1010,928,928,704,910,928,1082,704
492,492,492,492,492,2743,492,492,492
756,756,756,754,754,755,756,756,755
1338,1527,1338,1527,1338,2124,1338,1527,1338
560,560,560,560,560,1660,560,560,560
773,775,775,773,602,1194,775,602,775
1381,1473,1431,1431,1381,1431,1431,1487,1303
1266,1102,1102,1102,1102,1108,1102,1266,1102
3104,3104,3104,3104,5055,5055,3104,3104,3104
1391,1048,1048,649,649,1362,1048,1391,649
606,606,606,606,606,667,606,606,606
739,710,710,710,710,909,710,916,739
773,773,298,773,298,773,552,552,742
2456,2772,2393,2393,2393,2393,2393,2393,2393
752,752,752,752,752,1397,752,752,752
1527,1527,1527,1527,1527,3107,1527,1527,1527
685,685,554,554,554,554,668,554,554
925,925,925,925,848,1551,925,925,925
1334,1334,1334,1334,1334,1334,1334,1540,1334
1169,962,553,1105,553,1203,553,1105,553
435,435,435,435,665,435,665,665,435
1691,1643,1643,616,1691,1486,1691,1264,1521
514,514,2198,2198,2207,2988,2198,2198,2198
2339,2195,1944,1643,2339,2133,2339,1816,2195
276,276,276,276,276,276,276,276,276
369,369,369,369,369,369,369,369,641
549,549,549,549,549,549,549,549,549
819,1000,819,819,819,819,1000,819,819
1335,1335,1335,1335,1335,1335,1335,1335,1335
1412,1412,1412,1412,1412,2271,1412,1412,1412
794,794,794,794,794,913,794,794,794
334,334,334,334,334,334,334,334,334
872,741,741,872,741,1684,872,872,741
577,577,577,577,577,577,577,577,577
439,439,439,439,439,488,439,439,439
683,683,683,683,683,1869,683,986,683
712,712,459,712,459,934,712,459,459
583,583,583,583,457,2948,583,583,583
1516,1516,1516,1523,1516,1779,1516,1516,1516
890,890,660,660,660,890,660,660,660
1424,1424,695,1424,1424,1998,1424,1424,1998
773,773,773,773,773,1105,773,773,773
857,857,857,690,690,852,850,690,857
602,702,702,602,602,1161,702,602,895
799,799,799,799,799,1147,799,799,799
736,682,682,682,682,1192,682,682,736
603,603,603,603,603,510,603,603,510
1105,1412,1412,1105,1105,1412,1105,1105,1105
579,579,579,579,579,579,579,579,579
923,923,670,923,670,1145,923,670,670
636,636,636,636,636,858,636,636,636
647,647,647,647,647,2580,647,647,647
1532,1532,1291,1532,1291,1532,1291,1291,1532
1212,1212,520,1212,1212,1786,1212,1212,1786
1439,1528,1528,1439,1439,2013,1528,1439,2013
477,477,477,477,477,477,477,477,477
313,609,313,880,313,831,313,609,313
483,906,906,483,483,1360,906,483,906
551,551,551,551,551,749,551,551,551
393,393,393,393,393,499,393,393,393
990,990,990,990,990,1420,990,990,990
400,400,604,400,400,1161,400,400,869
345,345,345,755,345,1087,345,345,345
636,636,749,636,636,593,636,636,949
752,1082,1082,752,752,1163,752,752,1082
824,824,879,824,453,1288,824,453,879
784,784,784,784,784,784,784,784,784
345,345,345,345,345,451,345,345,345
391,391,391,391,391,391,391,391,391
417,417,417,417,417,764,417,417,417
1583,1583,1583,1583,1583,1951,1583,1737,1583
901,901,916,901,901,1421,901,901,1128
1601,1601,1601,1601,1601,1662,1601,1601,1601
463,463,463,463,463,1353,463,463,463
316,316,316,316,316,1178,316,316,316
1189,1189,1189,1355,1189,1620,1189,1355,1189
464,464,464,464,464,681,464,464,556
1410,1410,1410,1410,1410,1811,1410,1410,949
729,729,729,729,729,956,729,729,729
1674,1674,1674,1674,1026,1784,1026,1026,1674
1531,1531,1531,1531,1531,1847,1531,1531,1531
468,468,468,468,407,468,468,468,468
702,702,702,702,702,966,702,702,702
1195,1195,1195,1195,1195,1195,1195,1195,1195
458,728,458,728,458,933,458,728,933
1276,1276,1276,1276,1276,1276,937,929,1276
1372,1551,998,998,998,998,998,1551,998
1759,1759,1183,1183,1183,1374,1183,1595,1183
1034,1034,1034,1034,829,829,829,1034,1034
575,575,575,575,575,1772,575,575,575
540,540,540,540,540,1133,540,1157,540
1815,1815,1815,1815,1815,2152,1815,1815,1815
353,353,353,353,353,1188,353,353,353
470,630,470,470,470,630,630,630,527
518,518,518,518,518,1001,518,518,518
1315,1315,1315,1315,1294,1315,1315,1315,1064
822,580,822,822,580,822,580,580,580
332,332,332,332,332,1998,332,332,332
1120,1120,1120,1120,1120,3730,1120,1120,1120
1657,1657,1657,1657,1657,1879,1657,1657,1657
517,517,517,517,517,1065,517,517,517
665,665,665,665,665,976,665,665,665
479,567,479,479,479,856,479,479,479
775,775,775,775,775,1405,775,1352,775
271,271,271,762,271,1445,271,762,762
1026,1026,1026,1026,1026,1026,1026,1026,1026
1371,1371,1371,1371,1371,1636,1396,1371,773
372,372,372,372,372,433,372,372,372
2656,2656,2372,2372,2656,3485,2372,2426,2656
454,454,454,454,454,989,454,940,644
669,669,488,488,488,488,488,827,488
674,674,674,1262,1718,2121,674,1262,674
2143,2143,1804,1804,2143,2570,1804,2143,1804
659,659,659,659,659,778,659,659,659
723,723,723,1260,723,1834,723,1260,723
1273,685,1273,1273,1507,2265,1273,1278,1278
502,841,502,502,502,841,502,841,502
562,674,562,562,562,789,562,1001,562
906,1383,906,906,906,906,906,1383,906
580,1304,1304,1304,1304,1878,1304,1304,580
301,301,301,301,608,754,301,301,301
2634,2889,2454,2454,2454,2515,2515,2927,2515
1021,1021,753,1021,1021,1183,1021,1152,753
864,864,864,864,864,864,864,864,849
6425,6425,6425,6425,6425,6425,6425,6425,6425
1804,2116,1337,1337,1337,1156,1495,2116,1156
242,242,242,242,242,2193,242,242,242
1022,1524,581,1022,469,696,581,1376,469
1279,2636,1279,1279,1279,2014,1279,2636,1279
3353,3697,3041,3608,2633,2393,3041,3353,2393
2021,1302,2021,2033,2033,4026,2021,2524,2021
2400,2400,2199,2199,2199,2199,2199,2400,2199
4708,4708,4452,4452,4547,4251,4452,4638,4547
1231,1231,1135,1081,772,433,1135,1231,1231
1554,1554,1554,1554,1485,1077,1554,1554,1554
2302,2302,2084,2084,2084,1627,2084,2453,2084
1326,1331,1018,1326,718,978,1018,1159,1159
631,739,631,631,631,739,631,739,631
755,755,755,755,755,754,755,755,755
811,811,622,402,622,1332,622,811,811
404,459,404,404,404,404,404,459,404
417,529,417,417,417,644,529,529,417
951,951,951,1092,951,1344,890,1092,951
1074,1074,1074,1074,661,1301,1074,1074,661
579,579,579,579,579,612,579,579,579
372,401,401,372,401,507,401,401,401
566,566,566,566,566,1196,566,1143,566
564,479,564,564,564,903,564,479,564
422,706,587,587,580,706,587,422,587
1965,2112,1965,1965,1805,1965,1965,1965,1965
684,1110,684,684,684,1136,1136,684,1110
1110,684,1110,1136,1110,684,684,1136,684
799,799,799,799,799,799,799,799,799
608,608,608,608,608,1365,608,608,608
263,263,458,458,458,458,458,263,263
1651,1631,1688,1651,1688,1948,1688,1705,1705
1615,1615,1615,1615,1590,2229,1615,2127,1791
1359,1240,1359,1240,1240,1845,1359,1240,1240
2212,2212,1087,1087,2212,2568,1087,2212,2294
1070,740,740,740,1070,904,740,909,740
452,452,452,492,452,433,452,452,452
373,499,504,504,504,504,504,267,504
2099,2412,2412,2099,2099,2604,2099,2099,2412
847,847,847,1507,847,1910,1507,1458,847
1257,1257,1257,1257,1257,1257,1257,1257,1257
818,992,818,818,818,818,818,818,818
2038,2038,2038,2038,2038,2085,2038,2038,2000
618,618,618,479,618,637,618,479,618
812,835,812,812,812,812,812,1081,812
829,1482,829,889,829,958,889,889,829
517,517,517,517,517,2175,517,517,517
354,354,354,354,354,783,354,354,354
344,405,405,344,344,405,405,344,405
684,488,248,248,248,248,248,248,248
2130,2033,1934,1694,1694,1694,1934,2033,1694
895,1085,895,895,895,1430,895,895,1085
802,930,500,459,500,411,802,930,459
857,857,795,857,795,1243,795,857,795
465,465,465,465,465,696,465,465,465
583,902,651,651,583,892,651,892,583
777,860,777,637,777,868,777,637,777
972,1058,972,625,972,779,972,861,972
2325,2325,2325,2352,2325,2328,2352,2352,2325
1280,1368,1368,1409,1368,1578,1368,1578,1368
643,823,643,704,643,704,704,823,643
1141,1141,697,697,697,1172,697,1141,697
1309,1309,1309,1309,1309,1309,1309,1309,1309
968,968,968,968,968,1051,968,968,1616
685,685,685,685,685,2362,685,685,685
1346,1790,1346,1600,1346,1821,1346,1600,1346
912,912,912,912,912,918,912,912,912
171,171,171,171,171,1061,171,724,171
857,857,857,857,857,1698,1077,857,857
300,331,300,331,300,333,300,333,300
815,815,815,815,815,1557,815,815,815
319,319,138,138,138,138,319,477,138
950,1682,1489,1489,1489,1974,950,1400,950
844,1502,1438,1438,844,1502,1210,623,1210
1441,1441,1441,1441,1441,2016,1441,1589,1441
751,751,751,751,751,3000,751,751,751
184,184,184,184,184,223,184,184,184
771,832,771,832,771,832,832,832,771
389,389,436,436,389,435,389,584,436
467,467,467,467,467,582,467,467,467
2959,2959,2959,2959,2692,3167,2959,2692,3167
459,459,459,459,459,548,459,459,459
1499,1499,873,873,1499,2054,873,1499,873
1142,1142,1142,1142,1142,1143,1142,1142,1142
2410,2410,2410,2410,2410,2356,2410,2410,2410
456,456,456,456,456,630,582,727,456
920,920,920,920,920,1883,920,920,920
1058,1058,1058,1058,1058,1920,1058,1058,1058
5196,5508,5196,5196,5196,5297,5196,5769,5196
521,1012,521,521,521,740,521,920,521
1200,1200,1234,1234,1234,1670,1234,1200,1200
2838,2848,2863,2863,2838,3026,2863,3123,2433
680,599,680,852,680,947,680,869,680
804,876,804,804,804,804,804,804,804
681,681,681,681,681,1136,681,681,681
576,494,494,494,494,716,494,494,494
1842,1145,1085,1085,1085,1003,1085,1145,1227
912,1325,845,915,259,552,912,915,455
1676,2157,1771,1676,1771,2604,1771,1676,1771
562,547,562,490,562,562,562,490,547
1037,1037,1037,1037,1037,1112,1037,1037,1037
2050,2674,2050,2674,2050,2724,2050,2674,2050
1414,1414,729,729,1355,1910,729,1414,729
1940,1940,1940,1940,1940,3053,1940,1940,1940
428,560,428,373,373,373,428,487,373
786,1261,786,786,786,1216,786,1261,786
1205,625,615,625,596,1082,1017,596,596
2212,2212,754,754,594,390,594,594,633
1302,340,340,340,340,2433,340,340,340
702,3399,1500,1500,883,702,1138,999,1138
2965,1498,1498,1738,1199,1498,2828,1052,1199
2933,3091,2631,2933,2132,2111,2631,2111,2111
1333,1722,1333,1722,1333,2559,1722,1333,1333
6780,6780,6780,6780,6780,6780,6780,6203,6203
1599,2197,1740,1740,1740,1792,1740,1634,2197
634,1114,791,791,791,1114,791,380,791
274,3300,274,710,274,274,644,274,274
1138,3433,843,1066,843,1367,1164,843,1164
1560,1560,1446,1560,1560,1560,1560,1560,1560
1085,1349,620,1085,983,1349,1349,980,1085
3434,3434,3434,3434,3434,4114,3434,3434,3434
1485,1485,1485,1606,1485,980,1485,1485,1880
1373,1373,1581,1581,1581,754,1581,1373,1482
4777,4866,4480,4866,4866,3604,4344,4866,5233
1295,1085,1295,1085,1085,1085,1085,1295,1295
1435,901,1951,979,979,798,979,1435,1951
5246,5246,5246,5246,5246,5024,5246,5246,5246
1416,1786,1261,1416,1261,1585,1261,1416,1261
1088,1060,1088,1060,1088,1060,1088,1088,1088
1319,1430,1319,1612,1038,1612,1612,1038,1319
871,831,708,871,708,871,871,708,871
1878,1488,1488,1878,1192,1073,1878,1073,1878
227,227,227,227,227,2286,1829,227,1829
629,629,629,534,737,585,510,510,629
1292,1201,913,1318,1318,1824,1250,1292,1522
1086,1165,1086,1087,1086,1087,1086,1086,1087
1289,457,457,1289,457,1771,1073,457,1289
448,448,756,1134,1134,1134,448,1065,448
517,359,178,359,359,178,178,359,178
1218,966,926,966,926,1238,966,926,1008
1139,1413,983,983,1075,942,941,1075,942
2712,1291,1291,3056,1291,3056,2887,1291,2887
946,866,646,946,646,988,646,866,988
1289,1289,1289,1289,1289,1289,1289,1289,1289
525,1107,525,525,525,1388,525,525,525
1643,1223,1708,1223,1134,1708,1708,1134,1708
830,830,830,830,830,2461,830,830,830
1016,1016,1016,1016,1016,1653,1016,1016,1016
252,254,252,313,252,313,252,252,313
1032,1032,983,1032,857,1032,497,983,538
404,404,404,404,404,404,404,404,404
1076,1076,1076,1076,1076,1525,1076,1227,1076
769,885,731,785,785,878,731,954,716
259,259,259,259,259,566,259,259,259
2232,2413,2232,2232,2232,2232,2413,2232,2232
420,420,420,420,2574,3098,420,420,2574
486,486,605,486,486,1091,486,486,798
859,859,859,859,859,859,859,859,859
477,477,477,428,428,767,428,477,477
801,598,598,574,574,801,574,598,598
1556,1556,1556,1556,1556,1557,1556,1556,1557
820,820,692,820,820,820,820,820,820
404,404,404,404,404,1037,404,404,404
1258,936,936,936,936,1219,880,880,936
290,346,346,346,346,471,346,346,346
586,910,910,586,586,910,586,910,910
729,729,729,729,729,1439,729,729,729
516,516,720,516,516,1277,516,516,985
590,590,590,1247,590,1332,590,590,590
456,456,456,456,456,809,433,433,456
634,634,634,634,634,719,634,634,634
1176,1176,553,1176,1176,1176,1176,1176,1176
671,892,892,671,671,1550,892,671,1258
903,1313,903,1313,903,1645,903,1313,903
356,356,356,356,356,583,356,356,356
876,876,876,876,876,2887,876,876,876
830,830,830,830,830,1276,830,830,830
794,363,363,794,363,1118,363,363,794
670,670,626,670,626,719,670,670,626
1479,2187,1883,1479,1479,2187,2122,1479,2187
605,605,605,605,605,1912,605,605,605
1177,1177,1177,1177,1177,1177,1177,1177,1177
647,647,730,647,730,1404,730,730,730
1007,1007,1007,1007,814,1235,1007,814,1235
791,791,791,791,791,977,791,1043,791
1641,1641,1641,1641,1641,2940,1641,1641,1641
593,593,593,593,593,786,593,593,593
693,552,552,552,552,746,552,552,693
839,839,585,839,585,1060,839,585,585
1072,1072,1390,1072,1390,2960,1072,1072,1072
756,756,756,756,756,1231,756,756,756
1147,1147,1147,1342,1147,1504,1147,1147,1147
559,559,627,559,559,1398,559,559,1284
399,399,399,399,399,1760,399,399,399
850,850,850,850,850,2046,850,850,850
918,918,918,918,918,2172,918,948,918
820,820,820,820,820,859,820,820,820
675,675,675,675,675,1200,675,675,675
821,821,821,821,821,1179,821,821,821
2280,2619,2280,2280,2280,2408,2280,2619,2280
1182,1912,1912,1912,1912,2486,1912,1912,1182
1886,1886,1886,1886,1886,2322,1886,1886,1886
719,719,719,719,719,1900,719,719,719
371,371,371,371,371,371,371,371,371
635,865,635,635,635,635,635,865,635
1736,1736,1736,1736,1736,1736,1736,1736,1736
1487,1487,1487,1487,1487,2292,1487,1487,1487
320,596,248,248,248,248,248,596,248
1529,1529,1432,1432,1523,1523,1432,1553,1432
1314,1314,1314,1314,1314,1745,1314,1314,1314
453,453,453,453,453,760,453,453,453
781,781,781,781,781,1119,781,781,781
1042,1042,1263,1263,1042,1956,1263,1042,1042
587,587,587,587,587,1476,587,587,587
1122,1210,1210,1210,1210,1696,1210,1122,1122
298,298,298,298,298,345,298,298,298
850,850,850,850,850,1867,850,850,850
1720,1720,1720,1720,1720,2636,1720,1720,1720
306,306,306,758,306,800,306,758,306
1960,1960,1960,1960,3532,4395,1960,1960,1960
419,419,419,419,419,419,419,419,419
1613,1613,1613,1613,1613,3074,1613,1613,1613
465,465,465,465,465,514,465,465,465
1091,1091,1090,1090,1090,1091,1091,1091,1091
577,577,337,337,337,337,337,577,337
943,943,943,943,943,1806,943,943,943
769,770,770,770,769,770,770,770,770
447,661,447,447,447,447,447,815,447
471,584,471,471,471,690,471,584,471
1112,1112,1112,1112,521,1112,521,521,1112
676,790,790,790,790,1178,790,790,676
586,586,586,586,586,586,586,586,586
1182,1182,1182,1182,1182,1368,1182,1182,1182
927,1147,1147,1147,1147,1854,1147,927,927
222,222,928,928,928,1271,928,222,222
384,384,384,384,384,746,384,384,384
943,943,943,943,943,1049,943,943,943
969,969,969,969,969,1598,969,969,969
2245,2245,2475,2475,2245,2696,2475,2245,2245
1943,2136,2136,2364,1943,2428,2136,1854,2136
356,356,1590,1590,2029,2602,1590,356,1590
1349,1349,1510,1510,1349,1455,1349,1123,1349
1976,1976,1576,1976,1976,2207,1576,1976,1976
391,391,391,1223,391,1712,391,391,391
3270,3270,3270,3270,3270,3850,3270,3270,3270
405,405,609,405,405,995,405,405,405
393,393,393,393,393,1743,393,393,393
441,441,441,441,441,780,441,441,441
1008,1008,1008,1008,1008,1088,1008,1008,1008
341,341,341,341,341,1245,341,341,341
1709,1709,1709,1709,1709,1735,1709,1709,1709
1432,1432,1432,1432,1432,2106,1432,1432,1432
312,312,312,312,312,312,312,312,312
824,824,824,824,824,2204,824,1627,824
2052,2052,2052,2052,2052,2245,2052,2052,2052
1102,1102,1102,1102,1324,2935,1102,1324,1102
664,664,664,1275,664,1324,664,1324,664
685,685,685,685,1775,3588,685,685,685
474,474,474,474,474,528,567,474,474
354,354,354,354,354,910,354,798,472
988,988,1105,1119,988,1257,1105,1257,988
882,996,1085,1085,996,1570,1085,996,882
415,415,415,415,415,415,415,470,415
931,931,931,1126,931,863,931,1126,931
408,408,408,408,2359,2359,408,408,408
573,573,1066,1066,573,1130,838,369,838
1333,1333,1333,1333,1333,1405,1333,1333,1333
335,335,335,335,335,335,335,335,335
442,477,261,261,261,261,442,477,261
591,646,591,591,486,646,591,646,591
152,152,152,955,874,1201,152,152,152
467,357,357,357,357,628,357,241,467
1061,1061,1061,1061,1061,2706,1061,1061,1061
498,564,497,498,372,546,498,648,497
1020,1260,1020,1020,1020,1020,1020,1722,1020
335,335,335,335,335,335,335,335,335
518,744,445,744,386,331,445,744,331
572,572,572,572,572,572,572,572,572
3656,3949,3465,3949,3406,3225,3564,3949,3465
3932,4564,3932,3932,3932,4359,3932,3932,3932
1466,1501,1285,1285,1285,1285,1285,1501,1285
866,1070,818,1038,318,318,866,1070,318
632,632,518,632,518,179,518,632,419
548,548,548,548,548,2042,548,548,548
205,2669,823,823,823,823,823,823,205
1224,1224,1224,1224,1135,644,1224,1224,1224
1117,1117,1280,1600,1280,508,1280,1386,619
855,855,855,1056,855,733,855,1056,855
1309,1426,1114,1791,1114,358,1114,1426,1200
1179,1710,1179,1681,981,385,1179,1179,1179
913,858,828,913,828,858,828,913,828
485,588,485,485,485,427,485,485,485
2053,2053,2053,2053,2053,2555,2053,2053,2053
577,1269,1311,1657,1269,1743,1311,1269,577
503,503,503,503,503,596,503,560,503
782,782,782,782,782,2381,782,1890,1562
558,558,558,558,558,558,558,558,558
1879,1879,1879,1879,1879,2106,1879,1879,1879
458,571,411,411,458,458,458,606,458
369,369,369,369,369,369,369,369,369
5837,6092,5837,5837,5657,5718,5837,6092,5718
671,861,671,671,671,1261,671,671,671
689,500,689,500,689,1140,689,500,500
698,698,698,698,698,2869,698,698,698
1338,1113,1113,1113,1113,1113,1113,1113,1214
879,879,879,879,879,1410,879,879,1192
647,647,641,641,641,416,641,647,641
1239,1239,795,1303,795,1144,795,1485,795
1073,1073,1073,1073,1073,1369,1073,1133,1073
1825,465,465,465,1091,1646,465,2324,465
881,881,881,881,881,1770,881,881,881
